company_name,sector,funding,funding_citation,ai_enabled
ningbo xinwan pharmaceutical technology co ltd,Pharmaceuticals,"$4.1M, Equity Round",https://uk.marketscreener.com/quote/stock/NINGBO-MENOVO-PHARMACEUTI-42613214/news/Ningbo-Menovo-TianKang-Pharmaceutical-Co-Ltd-announced-that-it-expects-to-receive-CNY-30-million-47785154/,Yes
ningbo zhenhai traditional chinese medicine hospital,Others,Not Found,Not Found,No
ningxia hui autonomous region people''s hospital 5,Others,Not Found,Not Found,No
ningxia kangya pharmaceutical co ltd,Pharmaceuticals,"$10.39M, Series B",https://www.nxkangya.com/en/,No
nino jesus university children''s hospital,Biotechnology,"$11.9M, Not Found",https://beamerproject.eu/b-compass-pilot-site/foundation-for-biomedical-research-of-university-pediatric-hospital-nino-jesus-of-madrid/,Yes
nippon medical school chiba hokusoh hospital,Others,Not Found,Not Found,No
nippon medical school hospital,Others,Not Found,Not Found,No
nippon medical school musashi kosugi hospital,Others,Not Found,Not Found,No
nippon medical school,Others,Not Found,Not Found,No
nisarga biotech pvt ltd,Biotechnology,Not Found,Not Found,No
nishiarai heart center hospital,Others,Not Found,Not Found,No
nishtar hospital,Others,Not Found,Not Found,No
nishtar medical college,Others,Not Found,Not Found,No
nishtar medical university,Others,Not Found,Not Found,No
nitta gelatin india ltd,Pharmaceuticals,Not Found,Not Found,No
nitte gulabi shetty memorial institute of pharmaceutical sciences,Pharmaceuticals,Not Found,Not Found,No
nitte university,Others,Not Found,Not Found,No
nivagen pharmaceuticals inc,Pharmaceuticals,"$5M, Series Unknown",https://www.crunchbase.com/organization/nivagen-pharmaceuticals-inc,Yes
nizam's institute of medical sciences,Others,Not Found,Not Found,No
nizhny novgorod chemical and pharmaceutical plant,Pharmaceuticals,Not Found,Not Found,No
nizhny novgorod regiona nizhny novgorod oncology center,Others,Not Found,Not Found,No
nizhpharm jsc,Pharmaceuticals,Not Found,Not Found,No
nnamdi azikiwe university teaching hospital,Others,Not Found,Not Found,No
nobel ilac sanayii ve ticaret as,Pharmaceuticals,Not Found,Not Found,No
nobias therapeutics inc,Biotechnology,Not Found,Not Found,Yes
nocion therapeutics inc,Biotechnology,"$62M, Series B",https://www.linkedin.com/company/nocion-therapeutics-inc,No
nodthera inc,Biotechnology,"$55M, Series B",https://pitchbook.com/profiles/company/163758-97,No
noema pharma ag,Biotechnology,"$147M, Series B",https://www.businesswire.com/news/home/20241211787741/en/Noema-Pharma-extends-Series-B-financing-round-closing-at-CHF-130-Million-%24147-Million,No
nohla therapeutics inc (inactive),Biotechnology,"$120M, Series B",https://tracxn.com/d/companies/nohla-therapeutics/__F7pLRBtCiZEQGn_2HwHUCSV_IPp-GTXoUCzzCsPDps8,No
nona daro pars co,Others,Not Found,Not Found,No
noorik biopharmaceuticals ag,Pharmaceuticals,Not Found,Not Found,No
noos srl,Pharmaceuticals,Not Found,Not Found,No
nordfjord psychiatric centre,Others,Not Found,Not Found,No
nordic group bv,Pharmaceuticals,Not Found,Not Found,No
nordic myeloma study group,Not Found,Not Found,Not Found,Unknown
nordisk rebalance a/s,Biotechnology,"$2.2M, Seed",https://se.linkedin.com/company/nordic-rebalance,No
nordlandssykehuset hf,Others,Not Found,Not Found,No
norgine bv,Pharmaceuticals,Not Found,Not Found,No
norte study group,Others,Not Found,Not Found,Yes
north carolina state university,Others,Not Found,Not Found,Yes
north china pharmaceutical hebei huamin pharmaceutical co ltd,Pharmaceuticals,"$35.85M, Acquired",https://www.marketscreener.com/quote/stock/NORTH-CHINA-PHARMACEUTICA-6496323/news/North-China-Pharmaceutical-Company-Ltd-agreed-to-acquire-the-remaining-35-85-stake-in-NCPC-Hebei-Hu-46347447/,No
north china pharmaceutical huakun hebei biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
north colombo teaching hospital,Others,Not Found,Not Found,No
north dmc medical college & hindu rao hospital,Others,Not Found,Not Found,No
north denmark regional hospital,Others,Not Found,Not Found,No
north east german society for gynecological oncology ev,Others,Not Found,Not Found,No
north eastern germany society of gynaecologic oncology,Others,Not Found,Not Found,No
north eastern indira gandhi regional institute of health and medical sciences,Others,Not Found,Not Found,No
north eastern institute of ayurveda &,Others,Not Found,Not Found,No
north florida foundation for research and education inc,Others,Not Found,Not Found,No
north memorial health,Others,Not Found,Not Found,No
north ostrobothnia welfare region,Others,Not Found,Not Found,No
north shore private hospital,Others,Not Found,Not Found,No
north shore university hospital,Others,Not Found,Not Found,No
north shore-lij health system,Others,"$200K, Grant",https://www.linkedin.com/company/northwell-health,Yes
north star russia,Others,Not Found,Not Found,No
north suffolk mental health association,Not Found,Not Found,Not Found,Unknown
north texas veterans healthcare system,Others,Not Found,Not Found,No
north wales organisation for randomised trials in health,Others,Not Found,Not Found,No
north zealand hospital,Others,"$570M, Not Found",Not Found,No
northsea therapeutics bv,Biotechnology,"$80M, Series B",https://www.crunchbase.com/organization/northsea-therapeutics,No
northeast pharmaceutical group co ltd,Pharmaceuticals,Not Found,Not Found,No
northern arizona university,Others,Not Found,Not Found,No
northern california foot & ankle center,Others,Not Found,Not Found,No
northern california institute for research and education,Others,Not Found,Not Found,No
northern italy leukemia group,Others,Not Found,Not Found,No
northern jiangsu people’s hospital,Others,Not Found,Not Found,No
northern light mercy hospital,Others,Not Found,Not Found,No
northern michigan university,Others,Not Found,Not Found,No
northern orthopaedic division denmark,Others,Not Found,Not Found,No
northern star co.,Others,Not Found,Not Found,No
northern sydney anaesthesia research institute,Others,Not Found,Not Found,No
northern sydney local health district,Others,Not Found,Not Found,Yes
northumberland tyne & wear nhs foundation trust,Others,Not Found,Not Found,No
northumbria university,Others,Not Found,Not Found,No
northwest university,Others,Not Found,Not Found,No
norton healthcare inc,Others,"$200M, Grant",https://en.wikipedia.org/wiki/Norton_Healthcare,No
norton thoracic institute,Others,"$19M, Not Found",https://www.supportstjosephs.org/nortonthoracicinstitute,No
norwegian dry eye clinic,Others,Not Found,Not Found,No
norwegian gastrointestinal cancer group,Others,Not Found,Not Found,No
norwegian university of science and technology,Others,Not Found,Not Found,No
notable labs ltd,Biotechnology,"$40M, Series B",https://www.ycombinator.com/companies/notable-labs,Yes
nottingham university hospitals nhs trust,Others,Not Found,Not Found,No
noucor health sa,Pharmaceuticals,"$Not Found, Not Found",Not Found,No
novmetapharma co ltd,Pharmaceuticals,Not Found,Not Found,No
nova clinic,Others,Not Found,Not Found,No
nova hospital,Others,Not Found,Not Found,No
nova ivi fertility clinic,Others,Not Found,Not Found,Yes
nova laboratories ltd,Pharmaceuticals,Not Found,Not Found,No
nova laboratories sdn bhd,Pharmaceuticals,Not Found,Not Found,Yes
nova m healthcare co ltd,Pharmaceuticals,Not Found,Not Found,No
nova mentis biotech corp,Biotechnology,Not Found,Not Found,No
nova pharmaceuticals australasia pty ltd,Pharmaceuticals,Not Found,Not Found,No
nova therapeutics llc,Biotechnology,"$20M, Acquired",https://investors.galeratx.com/news-releases/news-release-details/galera-therapeutics-completes-acquisition-nova-pharmaceuticals,Yes
novalead pharma pvt ltd,Pharmaceuticals,"$10M, Private Equity",https://in.linkedin.com/company/novalead-pharma-pvt.-ltd.,Yes
novam healthcare co ltd,Pharmaceuticals,Not Found,Not Found,No
novamedica,Pharmaceuticals,Not Found,Not Found,No
"novacea, inc. (inactive)",Biotechnology,"$88M-$92M, Acquired",https://www.biospace.com/novacea-inc-to-be-acquired-by-transcept-pharmaceuticals-inc,No
novalar pharmaceuticals inc (inactive),Pharmaceuticals,"$27M, Series C",https://www.biospace.com/b-novalar-pharmaceuticals-b-closes-27-million-series-c,No
novaliq gmbh,Pharmaceuticals,"$15M, Series Unknown",https://www.linkedin.com/company/novaliq,No
novamed laboratories pvt ltd,Pharmaceuticals,Not Found,Not Found,No
novan inc,Biotechnology,"$15M, Acquired",https://investor.ligand.com/news-and-events/press-releases/news-details/2023/Ligand-Offers-15-Million-To-Acquire-Assets-Of-Novan-Inc/default.aspx,No
novaremed ag,Biotechnology,Not Found,Not Found,No
novartis pharma ag,Pharmaceuticals,Not Found,Not Found,Yes
novast holdings ltd,Pharmaceuticals,"$140M, Private Equity",https://www.bvcf.com/show.asp?id=91&nav=5,No
novastage pharmaceuticals (shenzhen) ltd,Pharmaceuticals,"$15.76M, Seed",https://www.cbinsights.com/company/novastage,Yes
novelfarma ilac san. ve tic ltd sti,Pharmaceuticals,Not Found,Not Found,No
novelion therapeutics inc (inactive),Pharmaceuticals,Not Found,Not Found,No
novelwise pharmaceutical corp,Pharmaceuticals,Not Found,Not Found,Yes
noven pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,Yes
noventure sl,Pharmaceuticals,Not Found,Not Found,Yes
novilla pharmaceuticals inc,Pharmaceuticals,"$10M, Seed",https://www.linkedin.com/company/novilla-pharmaceuticals,Yes
novita pharmaceuticals inc,Biotechnology,Not Found,Not Found,No
novitium pharma llc,Pharmaceuticals,Not Found,Not Found,No
novobliss research pvt ltd,Pharmaceuticals,Not Found,Not Found,No
novonco pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,No
novotech asia korea co ltd,Biotechnology,Not Found,Not Found,Yes
novozymes as,Biotechnology,Not Found,Not Found,No
novugen pharma (malaysia) sdn bhd,Pharmaceuticals,Not Found,Not Found,Yes
novus vision llc,Pharmaceuticals,"$1.5M, Not Found",https://www.inknowvation.com/sbir/companies/novus-vision-llc,Yes
nupathe inc,Pharmaceuticals,"$Not Found, Acquired",https://www.sep.benfranklin.org/partner/nupathe/,No
nurx pharmaceuticals inc (inactive),Pharmaceuticals,"$22.5M, Series C",https://news.crunchbase.com/startups/telehealth-startup-nurx-raises-22-5m-series-c-extension/,No
nusirt biopharma inc (inactive),Biotechnology,Not Found,Not Found,No
nutoday pvt ltd,Pharmaceuticals,"$1.07M, Seed",https://tracxn.com/d/legal-entities/india/nutoday-private-limited/__1jlKjpME6s0_Zz96hHhSEGFBpBIzPgaKgQUDx1knTfI,Yes
nuance pharma (shanghai) co ltd,Pharmaceuticals,"$181M, Series D",https://www.nuancepharma.com/,No
nuance pharma ltd,Pharmaceuticals,"$181M, Series D",https://www.nuancepharma.com/,No
nucmito pharmaceuticals co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nucmito,Pharmaceuticals,Not Found,Not Found,Yes
nucorion pharmaceuticals inc,Biotechnology,Not Found,Not Found,No
nuformix plc,Pharmaceuticals,Not Found,Not Found,No
nuohetai biotechnology (chongqing) co ltd,Biotechnology,Not Found,Not Found,No
nuomai xi (shanghai) pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nuovo regina margherita hospital,Others,Not Found,Not Found,No
nura bio inc,Biotechnology,"$68M, Series A",https://www.biopharmadive.com/news/nura-bio-financing-sarm1-neurodegeneration-drug/727153/,No
nurix therapeutics inc,Biotechnology,"$175M, Post IPO equity",https://www.linkedin.com/company/nurixtx,Yes
nutek inhalation pharmaceutical industry and trading co ltd,Pharmaceuticals,Not Found,Not Found,No
nutrapharm tech co ltd (inactive),Biotechnology,Not Found,Not Found,No
nutraceuticals research institute llc,Others,Not Found,Not Found,No
nutricia international pvt ltd,Pharmaceuticals,Not Found,Not Found,No
nutrition international,Others,Not Found,Not Found,No
nutritional sciences division,Others,Not Found,Not Found,No
nutriventia ltd,Pharmaceuticals,Not Found,Not Found,No
nutshell therapeutics inc,Biotechnology,"$75M, Series A",https://convention.bio.org/exhibitors/nutshell-therapeutics,Yes
nuvox pharma llc,Biotechnology,"$7.3M, Not Found",https://www.sbir.gov/portfolio/712096,No
nuvaira inc,Others,"$79M, Series Unknown",https://endeavourvision.com/nuvaira-announces-a-79-million-financing-round-to-pursue-groundbreaking-treatment-of-copd/,No
nuvalent inc,Biotechnology,"$575M, Post IPO equity",https://www.linkedin.com/company/nuvalent-inc,No
nuvara therapeutics llc,Pharmaceuticals,Not Found,Not Found,No
nuvation bio inc,Biotechnology,Not Found,Not Found,No
nuvectis pharma inc,Biotechnology,"$15.5M, IPO",https://www.linkedin.com/company/nuvectis,No
nxera pharma co ltd,Biotechnology,"$10M, Not Found",https://www.nxera.life/,Yes
nxera pharma korea co ltd,Biotechnology,Not Found,Not Found,Yes
nyrada inc,Biotechnology,Not Found,Not Found,No
nyt hospital nordsjaelland,Others,Not Found,Not Found,No
ocean-shd study group,Others,Not Found,Not Found,No
ohsu knight cancer institute,Others,"$600M, Not Found",https://en.wikipedia.org/wiki/Knight_Cancer_Institute,Yes
ojsc borisov plant of medicines,Pharmaceuticals,Not Found,Not Found,No
omeicos therapeutics gmbh,Biotechnology,"$19.4M, Series C",https://www.linkedin.com/company/omeicos-therapeutics-gmbh,No
omni medical services llc,Others,Not Found,Not Found,No
ongc officers welfare housing association,Others,Not Found,Not Found,No
osaka police hospital,Others,Not Found,Not Found,Yes
oscar-study,Others,Not Found,Not Found,No
osf healthcare system,Others,Not Found,Not Found,Yes
otcpharm,Pharmaceuticals,Not Found,Not Found,No
oxo translational science gmbh,Pharmaceuticals,Not Found,Not Found,Yes
ozon pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
oak clinic inc,Others,Not Found,Not Found,No
oasis centre for reproductive medicine,Others,"$50.1M, Private Equity",https://in.linkedin.com/company/oasis-fertility,No
obafemi awolowo university,Others,Not Found,Not Found,No
obafemi awolowo university teaching hospital,Others,Not Found,Not Found,No
oblato inc,Biotechnology,Not Found,Not Found,No
obseva sa,Biotechnology,"$500M, IPO",https://www.swissbiotech.org/listing/obseva-sa-started-trading-on-the-six-swiss-exchange/,No
obsidian therapeutics inc,Biotechnology,"$160.5M, Series C",https://www.linkedin.com/company/obsidian-therapeutics,Yes
obstetrics & gynecology hospital of fudan university,Others,Not Found,Not Found,No
obstetrics &amp,Others,Not Found,Not Found,No
obstetrics and gynecology hospital,Others,Not Found,Not Found,No
obstetrix medical group,Others,Not Found,Not Found,No
occurx pty ltd,Biotechnology,"$30M, Acquired",https://certatherapeutics.com/certa-therapeutics-expands-gpr68-platform-through-acquisition-of-occurx/,No
ocean life sciences pvt ltd,Others,Not Found,Not Found,No
ochanomizu hematology study group,Pharmaceuticals,Not Found,Not Found,No
ochsner health system,Others,"$74M, Grant",https://www.linkedin.com/company/ochsner-health-system-,No
octagon research solutions inc,Pharmaceuticals,"$29.3M, Acquired",https://www.cbinsights.com/company/octagon-research-solutions,Yes
october 6 university,Others,Not Found,Not Found,No
ocuterra therapeutics inc,Biotechnology,"$40.2M, Series B",https://tracxn.com/d/companies/ocuterra-therapeutics/__NLp6hcJGoJxUNz62D6W-LzGVfN5mizADV0MqZjaVomE,No
ocugenix corp,Biotechnology,"$100K, Seed",https://tracxn.com/d/companies/ocugenix/__0shCy6suhFItWa1V-_lY4Bphb_8HQ7tfMwsoomZWvLA,No
ocular discovery ltd,Biotechnology,Not Found,Not Found,Yes
ocular therapeutix inc,Biotechnology,"$475M, Post IPO equity",https://www.linkedin.com/company/ocular-therapeutix-inc,No
ocularis pharma inc,Pharmaceuticals,Not Found,Not Found,No
oculis holding ag,Biotechnology,Not Found,Not Found,No
oculis holding ag.,Biotechnology,Not Found,Not Found,No
oculis sa,Biotechnology,"$160.3M, IPO",https://finance.yahoo.com/quote/OCS/,No
ocumension therapeutics co ltd,Pharmaceuticals,"$164.3M, IPO",https://www.crunchbase.com/organization/ocumension-therapeutics,No
ocunova llc,Pharmaceuticals,Not Found,Not Found,No
ocuphire pharma inc,Biotechnology,"$915M, Seed",https://www.fightingblindness.org/news/the-rd-fund-announces-ocuphire-pharma-s-acquisition-of-opus-genetics-1366,No
ocus innovation ireland ltd,Others,Not Found,Not Found,Yes
odaka clinic,Others,Not Found,Not Found,No
odessa national medical university,Others,Not Found,Not Found,No
odin pharmaceuticals llc,Pharmaceuticals,Not Found,Not Found,No
odyssey health inc,Pharmaceuticals,Not Found,Not Found,No
ohio state university college of medicine,Others,"$477.3M, Not Found",https://medicine.osu.edu/,No
ohio state university wexner medical center,Others,Not Found,Not Found,Yes
ohio university,Others,Not Found,Not Found,Yes
oita university,Others,Not Found,Not Found,No
oita university faculty of medicine''s department of clinical pharmacology,Others,Not Found,Not Found,No
okamoto plant breeding co ltd,Others,Not Found,Not Found,No
okan university,Others,Not Found,Not Found,No
okayama lung cancer study group,Others,Not Found,Not Found,No
oklahoma state university,Others,Not Found,Not Found,No
oklahoma state university center for health sciences,Others,Not Found,Not Found,No
okuda orthopaedic clinic,Others,Not Found,Not Found,No
olabisi onabanjo university,Others,Not Found,Not Found,No
olainfarm as,Pharmaceuticals,Not Found,Not Found,No
olatec therapeutics llc,Biotechnology,"$40M, Series A",https://www.businesswire.com/news/home/20230223005975/en/Olatec-Therapeutics-Announces-the-Final-Closing-Led-by-Sanders-Morris-Harris-on-Its-%2440-Million-Series-A-Financing-Round,No
old api wind-down ltd (inactive),Pharmaceuticals,Not Found,Not Found,No
olema pharmaceuticals inc,Biotechnology,Not Found,Not Found,No
olympic medical center,Others,Not Found,Not Found,No
om sai pharma pack,Pharmaceuticals,Not Found,Not Found,No
omrx oncology inc,Biotechnology,Not Found,Not Found,No
oman dental college,Others,Not Found,Not Found,Yes
oman medical speciality board,Others,Not Found,Not Found,No
omega hospitals,Others,Not Found,Not Found,Yes
omegad llc,Pharmaceuticals,Not Found,Not Found,Yes
omid behbood pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
omid cell and tissue processing company,Biotechnology,Not Found,Not Found,No
omikron italy srl,Pharmaceuticals,Not Found,Not Found,No
omniactive health technologies inc,Pharmaceuticals,Not Found,Not Found,No
omnivision gmbh,Pharmaceuticals,Not Found,Not Found,No
onassis cardiac surgery centre,Others,"$75M, Not Found",https://en.wikipedia.org/wiki/Onassio_Cardiac_Surgery_Centre,No
onchikai general incorporated foundation aizu central hospital,Others,Not Found,Not Found,No
oncocyte corp,Biotechnology,Not Found,Not Found,No
oncosil medical ltd,Biotechnology,Not Found,Not Found,No
oncotartis inc,Biotechnology,"$6M, Series Unknown",https://www.linkedin.com/company/oncotartis-inc-,No
oncobix co ltd,Biotechnology,"$4.1M, Series A",https://www.koreabio.org/m48_view.php?idx=5,Yes
oncogen pharma malaysia sdn bhd,Pharmaceuticals,Not Found,Not Found,No
oncologia no hospital de clinicas de porto alegre,Others,"$20M, Not Found",https://gauchazh.clicrbs.com.br/saude/noticia/2024/07/novo-centro-integrado-de-oncologia-do-hcpa-deve-ser-inaugurado-em-2025-projeta-diretor-presidente-cly4qehb500q9013onp33n8fs.html,No
oncology specialties pc,Others,Not Found,Not Found,No
oncolys biopharma inc,Biotechnology,Not Found,Not Found,No
oncomfort sa,Others,"$11.8M, Series A",https://be.linkedin.com/company/oncomfort-sa,Yes
onconic therapeutics,Not Found,Not Found,Not Found,Not Found
onconic therapeutics co ltd,Pharmaceuticals,"$34.9M, Series B",https://tracxn.com/d/companies/onconic-therapeutics/__Yxhn2F5qqSJvmr6vcVSQZ_we8OHlPQrswGcvkXEsUpA,No
onconova therapeutics inc,Biotechnology,"$21M, Post IPO equity",https://www.linkedin.com/company/onconova,No
oncorena ab,Pharmaceuticals,"$13.9M, Not Found",https://www.linkedin.com/company/oncorena-ab/,No
oncostellae sl,Biotechnology,"$10M, Series A",https://www.linkedin.com/company/oncostellae/,No
oncozen co ltd,Biotechnology,Not Found,Not Found,No
ondokuz mayis university,Others,Not Found,Not Found,Yes
one-day medical center srl,Others,Not Found,Not Found,No
onyx pharmaceuticals inc,Biotechnology,"$20M, Series Unknown",https://www.linkedin.com/company/onyx-pharmaceuticals,No
onze lieve vrouw hospital,Others,Not Found,Not Found,No
opalgenix inc,Biotechnology,"$644K, Grant",https://tracxn.com/d/companies/opalgenix/__6Sk0ebQ5_X2FTaWPa5xJ6p4ZKiy7WTyiHki3bWNETiQ,Yes
opca bolnica zadar,Others,Not Found,Not Found,No
opella healthcare group sas,Pharmaceuticals,"$10B, Acquired",https://www.sanofi.com/en/media-room/press-releases/2025/2025-04-30-11-00-00-3071167,Yes
ophirex inc,Biotechnology,"$37M, Series B",https://www.linkedin.com/company/ophirex,No
ophthalmic consultants of long island,Others,Not Found,Not Found,No
ophthalmic consultants of the capital region,Others,Not Found,Not Found,No
ophthalmology consultants ltd,Others,Not Found,Not Found,No
opiant pharmaceuticals inc,Pharmaceuticals,"$2M, Grant",https://www.linkedin.com/company/opiant-pharmaceuticals,No
opiant pharmaceuticals inc (inactive),Pharmaceuticals,"$145M, Acquired",https://www.vabio.org/indivior-completes-acquisition-of-opiant-pharmaceuticals-inc/,No
opna bio sa,Biotechnology,"$38M, Series A",https://www.crunchbase.com/organization/opna-bio,No
opna-io llc,Biotechnology,Not Found,Not Found,Yes
oppilan pharma ltd,Pharmaceuticals,"$4.25M, Unattributed",https://www.cbinsights.com/company/oppilan-pharma,No
opsy holding ab,Others,"$10.8M, Acquired",https://nordiclifescience.org/wntresearch-carries-out-a-conditional-reverse-acquisition-of-opsy/,No
optinose inc,Pharmaceuticals,"$55M, Post IPO equity",https://www.linkedin.com/company/optinose,No
optima pharmazeutische gmbh,Pharmaceuticals,Not Found,Not Found,No
optimus pharma pvt ltd,Pharmaceuticals,"$9.9M, Not Found",https://in.linkedin.com/company/optimus-pharma,No
oractive swiss ag,Pharmaceuticals,Not Found,Not Found,No
oragenics inc,Biotechnology,"$20M, Post IPO equity",https://www.linkedin.com/company/oragenics-inc,Yes
oral defense llc,Pharmaceuticals,Not Found,Not Found,No
oral and maxillofacial surgery clinic,Others,"$20M, Not Found",https://utswmed.org/locations/ut-southwestern-empire-plaza-2/oral-and-maxillofacial-surgery-clinic/,No
oral and maxillofacial surgery zmk klinik,Others,Not Found,Not Found,No
orasis pharmaceuticals ltd,Pharmaceuticals,"$78M, Not Found",https://www.prnewswire.com/news-releases/orasis-pharmaceuticals-completes-78-million-financing-to-support-commercial-launch-of-qlosi-pilocarpine-hydrochloride-ophthalmic-solution-0-4-302269236.html,No
