company_name,sector,funding,funding_citation,ai_enabled
nanjing hairong pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing hanxin pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing healthnice pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing hencer pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing hengdao pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing hengyang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing heron pharmaceutical science and technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing hicin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing huanglong biotechnology co ltd,Biotechnology,"$90M, Not Found",https://www.marketscreener.com/quote/stock/XINJIANG-BAI-HUA-CUN-PHAR-9949882/news/Nanjing-Huanglong-Biotechnology-Co-Ltd-announced-that-it-expects-to-receive-CNY-90-million-in-fun-42619331/,No
nanjing huawe medicine technology development co ltd,Pharmaceuticals,"$1.9B, Acquired",https://www.marketscreener.com/quote/stock/XINJIANG-BAI-HUA-CUN-PHAR-9949882/news/Xinjiang-Bai-Hua-Cun-Co-Ltd-signed-an-agreement-to-acquire-Nanjing-Huawe-Medicine-Technology-Devel-38130061/,No
nanjing huaxing pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing immunophage biotech co ltd,Biotechnology,"$29.2M, Series B",https://www.linkedin.com/company/immunophage-biotech-co-ltd/,Yes
nanjing institute of physical education,Others,Not Found,Not Found,No
nanjing integrated traditional chinese and western medicine hospital,Others,Not Found,Not Found,No
nanjing jiangbei people’s hospital,Others,Not Found,Not Found,No
nanjing jiangning hospital,Others,Not Found,Not Found,Yes
nanjing jicuijiding pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing jinling hospital,Others,Not Found,Not Found,No
nanjing kangchuanji pharmaceutical technology co ltd,Pharmaceuticals,"$12.6M, Equity Round",https://www.marketscreener.com/quote/stock/ZHEJIANG-JIUZHOU-PHARMACE-21683496/news/Nan-Jing-Kang-Chuan-Ji-Pharmatech-Co-Ltd-announced-that-it-expects-to-receive-CNY-80-million-in-f-37829935/,No
nanjing ke fei pingshenghui pharmacy co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing lanming medical technology co ltd,Others,Not Found,Not Found,No
nanjing licheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing lingnuo biopharmaceutical technology research institute co ltd,Biotechnology,"$10M, Pre-A",https://www.cellnuo.com/?page_id=558&lang=en,Yes
nanjing lishui people''s hospital,Others,Not Found,Not Found,No
nanjing luye sike pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing maternal and child health hospital,Others,Not Found,Not Found,No
nanjing maternity and child health care hospital,Others,Not Found,Not Found,No
nanjing medical university cancer hospital,Others,Not Found,Not Found,Yes
nanjing medical university children''s hospital,Others,Not Found,Not Found,No
nanjing medical university hospital 2,Others,Not Found,Not Found,No
nanjing medical university,Others,Not Found,Not Found,No
nanjing meirui pharma co ltd,Pharmaceuticals,"$70M, Acquired",https://www.biospace.com/glaxosmithkline-buys-chinese-drugmaker-b-nanjing-meirui-pharma-b-for-70-million,No
nanjing meishan hospital,Others,Not Found,Not Found,No
nanjing ningqi medicine science and technology co ltd,Biotechnology,Not Found,Not Found,Yes
nanjing norit pharmaceutical technology co ltd,Pharmaceuticals,"$10M, Seed",https://tracxn.com/d/companies/nanjing-norreite-pharmaceutical-technology/__j_QnG1lWscY26cZCEzl0h8ojylJbiSahObqzlcxAoNI,No
nanjing ruijie pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing ruinian best pharmaceutical co ltd,Pharmaceuticals,"$100M, Acquired",https://ieg-banking.com/deals/imported-item-129,No
nanjing runtong changda pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing shenghe pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing shenqu pharmaceutical technology service co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing shuangke pharmaceutical development co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing siling pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing stomatological hospital,Others,Not Found,Not Found,Yes
nanjing traditional chinese medicine hospital,Others,Not Found,Not Found,No
nanjing triassic pharmaceutical technology co ltd,Pharmaceuticals,"$20.5M, Pre-C",https://www.chinarenaissance.com/m/news-content/653a2bd40bb7944b27267152,Yes
nanjing university of chinese medicine,Others,Not Found,Not Found,No
nanjing university of chinese medicine hospital,Others,Not Found,Not Found,No
nanjing wanchuan pharmaceutical technology development co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing wanrong jiancheng pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing warwick pharmaceutical technology development co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing yiheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing yihua pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing yoko biomedical co ltd,Pharmaceuticals,Not Found,Not Found,No
nanjing yoko pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing youke biomedical group co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing zeheng pharmaceutical technology development co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing zenkom pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
nanjing zenshine pharmaceuticals co ltd,Pharmaceuticals,"$13.7M, Series C",https://www.crunchbase.com/organization/zenshine,No
nanjing zhongshan pharmaceutical factory,Pharmaceuticals,Not Found,Not Found,No
nanning bright eye hospital,Others,Not Found,Not Found,No
nanning maternity and child health care hospital,Others,Not Found,Not Found,No
nano biotechnology research center of baqiyatallah university,Biotechnology,Not Found,Not Found,No
nano pharmasolutions inc,Pharmaceuticals,"$10M, Seed",https://www.crunchbase.com/organization/nano-pharmasolutions,No
nanoalvand inc,Pharmaceuticals,Not Found,Not Found,No
nanopharmaceuticals llc,Pharmaceuticals,Not Found,Not Found,Yes
nanodropper inc,Others,Not Found,Not Found,No
nanolek,Pharmaceuticals,Not Found,Not Found,No
nanology llc,Pharmaceuticals,Not Found,Not Found,No
nanomix corp,Biotechnology,Not Found,Not Found,No
nanpi county people''s hospital,Others,Not Found,Not Found,No
nanping first hospital,Others,Not Found,Not Found,No
nantpharma,Pharmaceuticals,"$125M, Not Found",https://www.blackstone.com/news/press/blackstone-invests-125-million-in-nantpharma-a-nantworks-company/,Yes
nantong jiuhe pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
nantong lianya pharmaceutical co ltd,Pharmaceuticals,"$130M, IPO",https://www.webull.com/news/13048242819343360,Yes
nantong maternal and child health hospital,Others,Not Found,Not Found,No
nantong university,Others,Not Found,Not Found,Yes
nantong university hospital 2,Others,Not Found,Not Found,No
nanxiang hospital,Others,"$653M, Not Found",https://tenderimpulse.com/government-tenders/china/jiading-district-nanxiang-hospital-high-quality-development-equipment-procurement-project-3708272,No
nanxishan hospital of guangxi zhuang autonomous region,Others,Not Found,Not Found,No
nanyang central hospital,Others,Not Found,Not Found,No
nanyang second people's hospital,Others,Not Found,Not Found,No
naos sas,Pharmaceuticals,Not Found,Not Found,No
napo pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,No
nara medical university,Others,Not Found,Not Found,No
nara prefecture general medical center,Others,Not Found,Not Found,No
narayan medical college and hospital,Others,Not Found,Not Found,No
narayana dental college and hospital,Others,Not Found,Not Found,No
narayana medical college & hospital,Others,Not Found,Not Found,No
narayana nethralaya,Others,Not Found,Not Found,Yes
narodni ustav dusevniho zdravi,Others,Not Found,Not Found,Yes
narodny onkologicky ustav,Others,Not Found,Not Found,No
narrows institute for biomedical research inc,Biotechnology,"$538,891, Not Found",https://taggs.hhs.gov/Detail/RecipDetail?arg_EntityId=tf%2F143NTos4J1YAfg1HonA%3D%3D,No
narsinhbhai patel dental college &,Others,Not Found,Not Found,No
narumi himawari clinic,Others,Not Found,Not Found,No
nashville veterans affairs medical center,Others,Not Found,Not Found,No
nasus pharma ltd,Pharmaceuticals,Not Found,Not Found,No
nathan s kline institute for psychiatric research,Others,"$30M, Not Found",https://med.nyu.edu/departments-institutes/psychiatry/research/dementia,No
nathura spa,Pharmaceuticals,"$14M, Acquired",https://www.giulianipharma.com/en/media-news/giuliani-acquisisce-nathura/,Yes
National AIDS Plan,Others,Not Found,Not Found,No
national academy for medical sciences,Others,Not Found,Not Found,No
"national academy of medical sciences, kathmandu",Others,Not Found,Not Found,No
national agency for the control of aids,Others,Not Found,Not Found,No
national allergy research centre,Others,Not Found,Not Found,No
national autonomous university of honduras,Others,Not Found,Not Found,No
national autonomous university of mexico,Others,Not Found,Not Found,No
national baromedical services inc,Others,Not Found,Not Found,No
national brain research centre,Biotechnology,Not Found,Not Found,Yes
national cancer center hospital east,Others,Not Found,Not Found,No
national cancer center hospital,Others,"$8.72M, Not Found",https://nationalcancercenter.org/,No
national cancer center of china,Others,Not Found,Not Found,Yes
national cancer center,Others,"$792K, Not Found",https://nationalcancercenter.org/grants/,No
national cancer centre singapore,Others,"$20.5M, Grant",https://sg.linkedin.com/company/nationalcancercentresingapore,Yes
national cancer grid,Others,Not Found,Not Found,No
national cancer institute center for cancer research,Others,"$5B, Not Found",https://en.wikipedia.org/wiki/National_Cancer_Institute,No
national cancer institute egypt,Others,Not Found,Not Found,Yes
national cancer institute g pascale foundation,Others,Not Found,Not Found,No
national cancer institute lithuania,Others,Not Found,Not Found,No
national cancer institute milan,Others,Not Found,Not Found,No
national cancer institute slovakia,Others,Not Found,Not Found,No
national cancer institute us,Others,"$5B, Not Found",https://en.wikipedia.org/wiki/National_Cancer_Institute,No
national cancer institute ukraine,Others,Not Found,Not Found,No
national cardiovascular center harapan kita,Others,Not Found,Not Found,No
national center for aids/std control and prevention,Others,"$48.11M, Not Found",https://taggs.hhs.gov/Detail/RecipDetail?arg_EntityId=c4Ou4OHuT2dZ5OoFNyXncw%3D%3D,No
national center for cardiovascular research carlos iii,Others,"$100M, Not Found",https://healthcare-in-europe.com/en/news/the-spanish-national-centre-for-cardiovascular-research.html,No
national center for complementary and integrative health,Others,"$124.1M, Not Found",Not Found,No
national center for geriatrics and gerontology,Others,Not Found,Not Found,Yes
national center for global health and medicine,Others,Not Found,Not Found,No
national center for tumor diseases heidelberg,Others,Not Found,Not Found,No
national center for women''s and children''s health china cdc,Others,Not Found,Not Found,No
national center of neurology and psychiatry,Others,Not Found,Not Found,No
national centre of oncology,Others,Not Found,Not Found,No
national centre for scientific research,Others,Not Found,Not Found,No
national cheng kung university,Others,Not Found,Not Found,Yes
national children''s hospital,Others,Not Found,Not Found,No
national chung hsing university,Others,Not Found,Not Found,No
national clinical research center for cancer,Others,Not Found,Not Found,No
national defense medical college,Others,Not Found,Not Found,No
national dental centre singapore,Others,Not Found,Not Found,No
national development institute of korean medicine,Others,Not Found,Not Found,Yes
national epilepsy center,Others,Not Found,Not Found,No
national foundation for teaching and research of dermatology ac,Others,Not Found,Not Found,No
national health insurance corporation ilsan hospital,Others,Not Found,Not Found,Yes
national health mission,Others,Not Found,Not Found,No
national health and family planning commission of the people''s republic of china,Others,Not Found,Not Found,No
national health and medical research council,Others,"$10M, Not Found",Not Found,No
national heart centre of singapore pte ltd,Others,Not Found,Not Found,Yes
national heart foundation of bangladesh,Others,Not Found,Not Found,No
national heart institute egypt,Others,Not Found,Not Found,No
national heart institute malaysia,Others,Not Found,Not Found,No
national heart lung and blood institute,Others,Not Found,Not Found,No
national hepatology and tropical medicine research institute,Others,"$9.75M, Not Found",https://moic.gov.eg/project/38,No
national homoeopathy research institute in mental health,Others,Not Found,Not Found,No
national hospital organization,Others,Not Found,Not Found,No
national hospital organization hakodate hospital,Others,Not Found,Not Found,No
national hospital organization kyoto medical center,Others,Not Found,Not Found,No
national hospital organization kyushu cancer center,Others,Not Found,Not Found,No
national hospital organization kyushu medical center,Others,Not Found,Not Found,Yes
national hospital organization okayama medical center,Others,Not Found,Not Found,No
national hospital organization osaka national hospital,Others,Not Found,Not Found,No
national hospital organization saga hospital,Others,Not Found,Not Found,No
national hospital organization takasaki general medical center,Others,Not Found,Not Found,No
national hospital organization yokohama medical center,Others,Not Found,Not Found,No
national innovation agency,Others,Not Found,Not Found,No
national innovation foundation,Others,Not Found,Not Found,No
national institute of integrative medicine,Others,Not Found,Not Found,No
national institute for medical research development,Others,Not Found,Not Found,No
national institute for medical research tanzania,Others,Not Found,Not Found,No
national institute for nutrition health,Others,Not Found,Not Found,No
national institute for pharmaceutical research and development,Pharmaceuticals,"$400K, Not Found",https://en.wikipedia.org/wiki/National_Institute_for_Pharmaceutical_Research_and_Development,No
national institute for research in tuberculosis,Biotechnology,"$11M, Not Found",https://en.wikipedia.org/wiki/National_Institute_for_Research_in_Tuberculosis,No
national institute of agricultural research,Others,Not Found,Not Found,No
national institute of ayurveda,Others,Not Found,Not Found,No
"national institute of ayurveda;ministry of ayush, india",Others,Not Found,Not Found,No
national institute of cancerologia,Others,Not Found,Not Found,No
national institute of cardiac surgery,Others,Not Found,Not Found,No
national institute of cardiology,Others,Not Found,Not Found,Yes
national institute of cardiovascular diseases pakistan,Others,Not Found,Not Found,No
national institute of child health and human development,Others,Not Found,Not Found,Yes
national institute of drug dependence,Others,"$1.05B, Not Found",https://en.wikipedia.org/wiki/National_Institute_on_Drug_Abuse,No
national institute of endocrinology georgia,Others,Not Found,Not Found,No
national institute of environmental health sciences,Others,Not Found,Not Found,No
national institute of general medical sciences,Others,Not Found,Not Found,No
national institute of health,Others,"$45B, Not Found",https://en.wikipedia.org/wiki/National_Institutes_of_Health,No
national institute of health italy,Others,Not Found,Not Found,No
national institute of health and medical research,Others,"$45B, Not Found",Not Found,No
national institute of homoeopathy,Others,"$11M, Not Found",https://en.wikipedia.org/wiki/National_Institute_of_Homoeopathy,No
national institute of medical sciences and nutrition salvador zubiran,Others,Not Found,Not Found,No
national institute of mental health,Others,"$1.63B, Not Found",Not Found,No
