company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
sound pharmaceuticals inc,2022-06-11 00:00:00,No,SPI-1005,"GPx, Glutathione Peroxidase",CNS; sensorineural hearing loss,enzyme,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
therapeuticsmd inc,2023-08-10 00:00:00,No,BT5528; SAR408701; RAYZ-8009; 177 Lu-FAP-2286; CLP002,"EphA2, Ephrin Type-A Receptor 2; CEACAM5, Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5; GPC3, Glypican-3; FAP, Fibroblast Activation Protein; PD-L1, Programmed Death-Ligand 1",oncology,gpcr; other; other; other; immune checkpoint,Phase 1/2; Phase 2; Phase 1/1b; Phase 1/2; Phase 2,Yes,highly differentiated women's health products,https://www.therapeuticsmd.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
boston pharmaceuticals inc,2025-07-28 13:17:51,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Transforming the right molecules into the best medicines,https://www.linkedin.com/company/boston-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sucampo pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.mallinckrodt.com', p",No,Amitiza; VTS-270; CPP-1X/sulindac,Disease Name; Niemann-Pick Type C; Familial Adenomatous Polyposis,gastroenterology; rare diseases,other,Marketed; Phase 3,Yes,"AMITIZA (lubiprostone), RESCULA (unoprostone isopropyl ophthalmic solution)",https://www.prnewswire.com/news-releases/mallinckrodt-completes-acquisition-of-sucampo-pharmaceuticals-inc-300597907.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sucampo pharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.pharmasalmanac.com',",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"AMITIZA ® (lubiprostone), RESCULA ® (unoprostone isopropyl ophthalmic solution)",https://www.prnewswire.com/news-releases/mallinckrodt-completes-acquisition-of-sucampo-pharmaceuticals-inc-300597907.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hansoh pharmaceutical group co ltd,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"manufacture, sales and pharmaceutical investment of drugs",https://www.linkedin.com/company/jiangsu-hansoh-pharmaceutical-co-ltd-/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
clementia pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.ipsen.com', port=443",No,palovarotene,"RARγ, Retinoic Acid Receptor Gamma",rare diseases,nuclear receptors,Approved,Yes,Retinoic acid receptor gamma agonists (RARγ),https://www.bdc.ca/en/bdc-capital/venture-capital/portfolio/clementia-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
xeolas pharmaceuticals ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
impax laboratories inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,IPX066; Duodopa,Not specified,CNS,Not specified,Marketed,Yes,bioequivalent pharmaceutical products,https://www.jitta.com/stock/NASDAQ:IPXL,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amryt pharma plc,"Error: Connection failed - HTTPSConnectionPool(host='www.raglancapital.ie', p",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pacylex pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='ca.linkedin.com', port=4",No,zelenirstat,"NMT-1, N-myristoyltransferase-1; NMT-2, N-myristoyltransferase-2",oncology,enzyme,Phase 2,Yes,"PCLX-001 is a small molecule, N-myristoylation inhibitor",https://ca.linkedin.com/company/pacylex-pharma,No,,,No,,,No,,,Yes,NMT inhibitor class of new ADC payloads,https://ca.linkedin.com/company/pacylex-pharma,No,,,No,,,No,,,No,,,No,,,No,,
avior bio inc,2023-03-17 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Speedit™ transmucosal film technology,https://www.linkedin.com/company/avior-bio-inc
fuan pharmaceutical group yantai zhichu pharmaceutical co ltd,2015-12-21 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,chemical active pharmaceutical ingredients,https://www.marketscreener.com/quote/stock/FUAN-PHARMACEUTICAL-GROUP-11367190/news/Fuan-Pharmaceutical-Co-Ltd-agreed-to-acquire-Yantai-Justaware-Pharmaceutical-Co-Ltd-from-Shand-38144891/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sichuan huiyu pharmaceutical co ltd,2010-11-12 00:00:00,No,Not specified,Not specified,oncology; autoimmune diseases; chronic diseases; cardiovascular; diabetes,Not specified,Phase 1,No,,,No,,,No,,,Yes,Monoclonal Antibody,https://www.linkedin.com/company/sichuan-huiyu-pharmaceutical-company,No,,,No,,,No,,,No,,,No,,,No,,,No,,
molecular targeting technologies inc,"Error: Connection failed - HTTPSConnectionPool(host='taggs.hhs.gov', port=443",Yes,Iberdomide; Mezigdomide,Not specified,oncology,Not specified,Phase 3,No,,,No,,,No,,,No,,,Yes,albumin resident conjugates,https://www.linkedin.com/company/molecular-targeting-technologies-inc,No,,,No,,,No,,,No,,,No,,,Yes,"radiotherapeutics, radiodiagnostics, theranostics",https://www.linkedin.com/company/molecular-targeting-technologies-inc
pharmathen international sa,2021-07-19 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,advanced drug delivery technologies,https://gr.linkedin.com/company/pharmathen
european and developing countries clinical trials partnership,Error: Connection failed - HTTPSConnectionPool(host='research-and-innovation.,No,ABRYSVO; CTB+AVP (PF-07612577); Dekavil; PADCEV; PF-06414300; PF-06835375; PF-06940434; PF-07054894; PF-07248144 + atirmociclib (PF-07220060); PF-07248144,"Respiratory Syncytial Virus Infection; Complicated Urinary Tract Infections (cUTI), Including Pyelonephritis; Rheumatoid Arthritis; BCG-Unresponsive Non-Muscle-Invasive Bladder Cancer; Ulcerative Colitis; Lupus; Advanced Solid Tumors; Breast Cancer Metastatic",infectious diseases; inflammation & immunology; oncology,Not specified,Phase 1,Yes,two newly developed antimalarials remain safe and efficacious,http://www.edctp.org/news/re-treating-malaria-pyramax-wanecam-study-sup…,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,developing vaccines targeting poverty-related infectious diseases,http://sdgs.un.org/partnerships/european-and-developing-countries-clinical-trials-partnership-edctp,No,,,No,,
eqrx inc,"Error: Connection failed - HTTPSConnectionPool(host='www.baincapital.com', po",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nanjing huawe medicine technology development co ltd,2016-01-13 00:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"research and development, registration and application of small molecule chemicals",https://www.marketscreener.com/quote/stock/XINJIANG-BAI-HUA-CUN-PHAR-9949882/news/Xinjiang-Bai-Hua-Cun-Co-Ltd-signed-an-agreement-to-acquire-Nanjing-Huawe-Medicine-Technology-Devel-38130061/,Yes,development of peptide drugs,https://www.marketscreener.com/quote/stock/XINJIANG-BAI-HUA-CUN-PHAR-9949882/news/Xinjiang-Bai-Hua-Cun-Co-Ltd-signed-an-agreement-to-acquire-Nanjing-Huawe-Medicine-Technology-Devel-38130061/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
commave therapeutics sa,"Error: Connection failed - HTTPSConnectionPool(host='www.moneyhouse.ch', port",No,CTX-009; CTX-471; CTX-8371; CTX-10726,"DLL4, Delta-like ligand 4; VEGF-A, Vascular Endothelial Growth Factor A; CD137, Cluster of Differentiation 137; PD-1, Programmed Death-1; PD-L1, Programmed Death-Ligand 1",oncology,enzyme; immune checkpoint; immune checkpoint; immune checkpoint,Phase 2; Phase 1; Preclinical; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
galderma sa,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,CD5789; Trifarotene Cream; AKLIEF,Not specified,dermatology,Not specified,Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
west point jilin pharmaceutical technology development co ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ningxia kangya pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.nxkangya.com', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
graegis pharmaceuticals ltd,Error: Connection failed - HTTPSConnectionPool(host='pharmaceuticalmanufactur,Yes,ALY-101,"JAK1, Janus Kinase 1",dermatology; autoimmune diseases,kinases,Phase 2,Yes,Reactive Oxygen Species (ROS) scavenger aprocystine,https://www.labiotech.eu/trends-news/startup-graegis-developing-therapies-for-radiation-side-effects/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
4teen4 pharmaceuticals gmbh,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Procizumab,"DPP3, Dipeptidyl Peptidase 3",cardiovascular,enzyme,Preclinical,No,,,No,,,No,,,Yes,humanized monoclonal antibody Procizumab,https://www.agcbio.com/news/4teen4-pharmaceuticals-selects-agc-biologics-to-manufacture-procizumab,No,,,No,,,No,,,No,,,No,,,No,,,No,,
eton pharmaceuticals inc,2025-09-25 13:00:06,No,Not specified,Not specified,rare diseases,Not specified,Not specified,Yes,FDA-approved treatments,https://www.linkedin.com/company/etonpharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
romark laboratories lc,2016-04-15 00:00:00,No,Nitazoxanide; Tiquizium Bromide; Nitisinone; Nimorazole,Disease Name,infectious diseases; respiratory disorders; gastrointestinal disorders; metabolic diseases; oncology,other,Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dongkoo bio & pharma co ltd,2025-10-16 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Small Molecule Pharmaceuticals,"https://www.ventureradar.com/organisation/Dongkoo%20bio_%5Bamp%5D_pharma%20Co_%5Bdot%5D_,%20Ltd_%5Bdot%5D_/1a5450fc-e176-4b9d-8499-e461d332f2cd/",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sinsin pharmaceutical co ltd,2025-10-16 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
abbott healthcare pvt ltd,2025-10-15 18:45:33,No,Not specified,Not specified,aging; age-related diseases,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cba pharma inc,2015-02-01 00:00:00,No,Azetukalner,"Kv7, Potassium Channel",epilepsy; depression; bipolar depression,ion channels,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hll lifecare ltd,No timestamp found,No,NexCAR19; DSePA; Chlorophyllin; Novel Asparaginase; 6-MP,Not specified,oncology; acute lymphoblastic leukemia; radiotherapy-induced hemorrhagic cystitis,immune checkpoint; enzyme; other,Marketed; Phase 2; Preclinical,Yes,"anti-viral drugs, contraceptives and vasodilators",https://www.gatesfoundation.org/about/committed-grants/2014/04/opp1108136,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dalian fusheng natural medicine development co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"ginsenosides, botanical extracts, Traditional Chinese Medicine",https://www.made-in-china.com/showroom/dlfspharm/
lekko pharmaceutical company,"Error: Connection failed - HTTPSConnectionPool(host='pharmstd.com', port=443)",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
leonard-meron biosciences inc,2018-06-29 05:12:15,No,Mino-Lok,"Disease Name, Catheter-Related Bloodstream Infections (CRBSIs)",infectious diseases,other,Phase 3,Yes,"Mino-Lok™, an antibiotic lock solution containing minocycline, edetate (disodium EDTA), and ethyl alcohol",https://www.prnewswire.com/news-releases/citius-pharmaceuticals-completes-acquisition-of-leonard-meron-biosciences-300245041.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nanjing ruinian best pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='ieg-banking.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
luoxin pharmacy group co ltd,2013-01-01 00:00:00,No,LX-039,"ER, Estrogen Receptor",oncology,nuclear receptors,Phase 1,Yes,API Cefoperazone Sodium + Sulbactam Sodium 1: 1 Sterile,https://luoxinpharma.en.made-in-china.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
antibe therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,otenaproxesul; ATB-352,Not specified,acute pain; inflammatory bowel disease,Not specified,Phase 2,Yes,breakthrough advance in inflammation science,https://ca.linkedin.com/company/antibe-therapeutics-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mei pharma inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ars pharmaceuticals inc,2025-10-16 12:20:18,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
alsi pharmaceuticals inc,2025-10-03 13:24:12,No,ALY-101,Not specified,dermatology,Not specified,Phase 2,No,,,No,,,No,,,Yes,bispecific antibody targeting c-Kit and CD-203c with mast cell selectivity,https://www.linkedin.com/company/alys-pharmaceuticals,No,,,No,,,Yes,siRNA molecules developed for dermatological applications,https://www.linkedin.com/company/alys-pharmaceuticals,No,,,No,,,No,,,No,,
jixing pharmaceuticals (shanghai) co ltd,Error: can't compare offset-naive and offset-aware dateti,Yes,etripamil; aficamten,Calcium Channels; Cardiac Myosin,cardiovascular,ion channels; other,Phase 3,Yes,KRAS G12D inhibitor,https://www.bayer.com/media/en-us/bayer-and-rtw-investments-lead-series-d-financing-in-chinese-biotech-ji-xing-pharmaceuticals/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pari pharma gmbh,2025-09-29 06:21:39,No,Telacebec; Liposomal amikacin; Gallium nitrate; Molgramostim; Tigecycline; Omadacycline; Eravacycline; TP-271; Rifabutin; Rifamycin O; Tedizolid; Delpazolid; Bedaquiline; TBAJ-876; Moxifloxacin; DC-159a; Clofazimine; Cefoxitin; Imipenem; Ceftazidime; Ceftaroline; Avibactam; PIPD1; Indole-2-carboxamides; EJMCh-6; CRS400226; Epetraborole; AR-12; SPR719; Etamycin; Thiostrepton,"QcrB, Cytochrome bc1 complex; MAB_2875, BlaMab β-lactamase; MmpL3, Mycobacterial membrane protein large 3",infectious diseases; respiratory diseases,enzyme; other,Phase 2; Phase 3; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,advanced aerosol therapies,https://www.ondrugdelivery.com/companies/pari-4/
visen pharmaceuticals,2025-03-21 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,Ascendis Pharma’s endocrinology therapies,https://www.linkedin.com/company/%E7%BB%B4%E6%98%87%E8%8D%AF%E4%B8%9A%EF%BC%88%E4%B8%8A%E6%B5%B7%EF%BC%89%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
synnovation therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,SNV1521; SNV4818,"PARP1, Poly(ADP-ribose) Polymerase 1; PI3K-alpha, Phosphoinositide 3-Kinase Alpha",oncology,enzyme; kinases,Phase 1,Yes,developing small molecule therapies optimized to achieve best-in-class pharmacology,https://www.linkedin.com/company/synnovationtx,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nanjing hang seng pharmaceutical co ltd,Error: can't compare offset-naive and offset-aware dateti,No,Tinengotinib; TT-00420; TT-01488; TT-02332,"FGFR, Fibroblast Growth Factor Receptor; VEGFR, Vascular Endothelial Growth Factor Receptor; JAK, Janus Kinase; Aurora kinase; BTK, Bruton's Tyrosine Kinase; NLRP3, NOD-, LRR- and pyrin domain-containing protein 3",oncology; inflammatory diseases; cardiometabolic diseases; CNS,kinases; other,Phase 3; Phase 2; Preclinical,Yes,substituted oxazolidinones and their use in the field of blood coagulation,https://eagle-ip.com/sc/do-promotional-marketing-materials-constitute-an-offer-for-sale-in-china-a-case-study/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
venturepharma inc,2025-08-01 00:00:00,No,HyBryte; XTANDI; ifinatamab deruxtecan; Opdivo; treprostinil palmitil inhalation powder,Not specified,oncology; rare diseases; pulmonary hypertension,Not specified,Phase 3; Approved; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pathalys pharma inc,2024-08-20 08:30:00,No,upacicalcet; PLS240,"iPTH, Intact Parathyroid Hormone",end-stage kidney disease; secondary hyperparathyroidism,other,Phase 3,Yes,"upacicalcet, a novel calcimimetic",https://www.prnewswire.com/news-releases/pathalys-pharma-secures-105-million-series-b-financing-302226093.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hightide biopharma pty ltd,2025-07-15 11:29:11,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Berberine ursodeoxycholate (HTD1801),https://www.linkedin.com/company/hightide-therapeutics,Yes,"Rimtoregtide (HTD4010), an immunomodulatory peptide derived from Reg3α",https://www.linkedin.com/company/hightide-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
tianjin greenpine pharma co ltd,"Error: Connection failed - HTTPSConnectionPool(host='invest.teda.gov.cn', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ceptaris therapeutics inc,Error: Connection failed - HTTPSConnectionPool(host='www.thirdpointventures.c,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
polichem sa,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Amphotericin B; Caspofungin; Micafungin; Anidulafungin; Griseofulvin; Flucytosine; Clotrimazole,"Ergosterol; Beta-(1,3)-D-glucan synthase; Microtubules; Pyrimidine metabolism; Cytochrome P450-dependent 14-alpha-sterol demethylase",infectious diseases,enzyme; enzyme; other; enzyme; enzyme,Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zentiva ks,"Error: Connection failed - HTTPSConnectionPool(host='www.zentiva.com', port=4",No,Not specified,Not specified,neurology; immunology & allergy; oncology; nephrology; central nervous system (CNS); rare disease,Not specified,Not specified,Yes,"generics, VAMs, NCEs",https://www.linkedin.com/company/zentiva/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
lipomedix pharmaceutical inc,"Error: Connection failed - HTTPSConnectionPool(host='www.lipomedix.com', port",Yes,Trappsol Cyclo,"NPC1, Niemann-Pick Disease Type C1",rare diseases; neurodegenerative diseases,other,Phase 3,Yes,Promitil-Pegylated Liposomal Mitomycin C Prodrug (PL-MLP),https://www.integra-holdings.com/portfolio/lipomedix/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,targeted cancer therapy,https://www.integra-holdings.com/portfolio/lipomedix/
60 degrees pharmaceuticals llc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hangzhou minsheng pharmaceutical group co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.hzmsjk.com', port=44",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
intech biopharm ltd,No timestamp found,No,AHB-137,Disease Name,infectious diseases,Not specified,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
