company_name,sector,funding,funding_citation,ai_enabled
peptron inc,Biotechnology,Not Found,Not Found,No
pharm-sintez,Pharmaceuticals,Not Found,Not Found,Yes
pharma holdings as,Biotechnology,"$1.86M, Not Found",https://www.linkedin.com/company/pharma-holdings-as/,No
pharmain corp,Biotechnology,"$19.1M, Not Found",https://www.sbir.gov/portfolio/269126,No
pharmathen global bv,Pharmaceuticals,Not Found,Not Found,No
pharmathen international sa,Pharmaceuticals,"$1.6B, Acquired",https://www.partnersgroup.com/news-and-views/press-releases/investment-news/detail?news_id=39bd39f0-69cc-4c16-8e95-6fe12d23d619,No
pharmazz inc,Biotechnology,"$15M, Strategic Equity Investment",https://finance.yahoo.com/news/pharmazz-inc-sun-pharma-entered-110000385.html,No
pharmbio korea co ltd,Pharmaceuticals,Not Found,Not Found,No
phoenix neurological associates ltd,Others,Not Found,Not Found,No
phoenix va health care system,Others,Not Found,Not Found,No
phramongkutklao hospital foundation,Others,Not Found,Not Found,No
pooyesh darou biopharmaceuticals co,Biotechnology,Not Found,Not Found,Yes
portsmouth hospitals nhs trust,Others,Not Found,Not Found,No
prashanth super speciality hospital,Others,Not Found,Not Found,No
priavoid gmbh,Biotechnology,Not Found,Not Found,No
prince of wales hospital,Others,Not Found,Not Found,No
princess nourah bint abdulrahman university,Others,Not Found,Not Found,Yes
privolzhsky research medical university,Others,Not Found,Not Found,No
promedica health system inc,Others,Not Found,Not Found,No
promore pharma ab,Biotechnology,"$2.4M, Private Placement",https://www.biospace.com/promore-pharma-ab-intends-to-carry-out-a-reverse-acquisition-of-pmd-device-solutions-ab,No
protagenic therapeutics inc,Biotechnology,Not Found,Not Found,No
protagonist therapeutics inc,Biotechnology,"$132.2M, Post IPO equity",https://www.linkedin.com/company/protagonist-therapeutics,No
protelight pharmaceuticals australia pty ltd,Pharmaceuticals,"$7.69M, Series D",https://www.cbinsights.com/company/protelight-pharma,No
proton collaborative group,Others,Not Found,Not Found,No
psychiatric centre copenhagen,Others,Not Found,Not Found,No
psychiatric centre rigshospitalet,Others,Not Found,Not Found,No
psykiatrisk center kobenhavn,Others,Not Found,Not Found,No
pt. jawahar lal nehru memorial medical college raipur,Others,Not Found,Not Found,No
"public health foundation, bangladesh",Others,Not Found,Not Found,No
ql biopharmaceutical australia pty ltd,Pharmaceuticals,Not Found,Not Found,No
qazvin university of medical sciences,Others,Not Found,Not Found,No
qingdao primedicine pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
quadmedicine,Pharmaceuticals,"$11.7M, Series C",https://www.linkedin.com/company/quadmedicine,No
queensland children''s hospital,Others,Not Found,Not Found,No
rs research,Biotechnology,"$108,734, Series B",https://tr.linkedin.com/company/rs-research,No
ra pharmaceuticals inc,Biotechnology,"$2.1B, Acquired",https://www.ucb.com/newsroom/press-releases/article/ucb-completes-the-acquisition-of-ra-pharmaceuticals-to-deliver-differentiated-therapies-to-patients,Yes
radio isotope therapy of america foundation,Pharmaceuticals,Not Found,Not Found,No
radiomedix inc,Biotechnology,"$100M, Acquired",https://www.sanofi.com/en/media-room/press-releases/2024/2024-09-12-05-00-00-2944919,No
radius health inc,Pharmaceuticals,"$175M, Post IPO Debt",https://www.linkedin.com/company/radius-health-inc,No
rainbow childrens hospital,Others,Not Found,Not Found,No
rajagiri hospital,Others,Not Found,Not Found,No
ramsay general health cooperation for education and research,Others,Not Found,Not Found,Yes
realta life sciences inc,Biotechnology,"$3.2M, Grant",https://www.crunchbase.com/organization/realta-life-sciences,No
receptopharm inc,Biotechnology,Not Found,Not Found,No
red queen therapeutics inc,Biotechnology,"$55M, Series A",https://www.prnewswire.com/news-releases/apple-tree-partners-launches-red-queen-therapeutics-to-bring-potentially-lifesaving-treatments-to-people-at-greatest-risk-from-viral-infections-302214934.html,No
rein therapeutics inc,Biotechnology,"$21M, Post IPO Equity",https://www.linkedin.com/company/rein-therapeutics,Yes
repligen corp,Biotechnology,Not Found,Not Found,No
reproductive hospital affiliated to shandong university,Biotechnology,Not Found,Not Found,No
resother pharma aps,Biotechnology,"$2.67M, Grant",https://tracxn.com/d/companies/resother-pharma/__a4VsdF_gcx0EsPl_Pg8KoXLURPMVi-9LfRHY9mTqgf8,No
revolo biotherapeutics ltd,Biotechnology,Not Found,Not Found,No
rhythm pharmaceuticals inc,Biotechnology,"$175M, Post IPO equity",https://www.linkedin.com/company/rhythm-pharmaceuticals-inc-,No
rigshospitalet,Others,Not Found,Not Found,No
rijnstate hospital,Others,"$90M, Not Found",https://www.eib.org/en/projects/pipelines/all/20240002,Yes
river 2 renal corp,Pharmaceuticals,"$40M, Series A",https://www.baincapital.com/news/narrow-river-management-announces-formation-and-financing-two-new-companies-developing,No
rose pharma a/s (inactive),Pharmaceuticals,Not Found,Not Found,No
rose pharma inc,Pharmaceuticals,Not Found,Not Found,No
royal papworth hospital nhs foundation trust,Others,"$9.9M, Secondary Market",https://uk.linkedin.com/company/royal-papworth-hospital-nhs-foundation-trust,Yes
royal prince alfred hospital,Others,Not Found,Not Found,No
russian scientific center of roentgen radiology,Others,Not Found,Not Found,No
rutgers new jersey medical school,Others,Not Found,Not Found,Yes
saint luke’s health system inc,Others,Not Found,Not Found,No
salix pharmaceuticals inc,Pharmaceuticals,"$750M, Post IPO equity",https://www.linkedin.com/company/salix-pharmaceuticals,No
samson assuta ashdod university hospital,Others,Not Found,Not Found,Yes
san bernardino urological medical group (inactive),Others,Not Found,Not Found,No
sanjay gandhi postgraduate institute of medical sciences,Others,Not Found,Not Found,No
sankara eye hospital,Others,Not Found,Not Found,No
"sanliurfa mehmet akif inan education and research hospital, health sciences university",Others,Not Found,Not Found,No
santiago dexeus font foundation,Others,Not Found,Not Found,No
sanzyme pvt ltd,Pharmaceuticals,Not Found,Not Found,No
scarless laboratories inc,Biotechnology,"$13.36M, Not Found",https://www.sbir.gov/portfolio/297908,No
sciclone pharmaceuticals holdings ltd,Pharmaceuticals,"$134.0M, Series Unknown",https://www.linkedin.com/company/sciclone-pharmaceuticals,No
sciwind biosciences co ltd,Biotechnology,"$70M, Not Found",https://www.contractpharma.com/breaking-news/sciwind-biosciences-and-verdiva-bio-enter-global-licensing-agreement/,No
seattle institute for biomedical and clinical research,Others,"$26M, Not Found",https://sibcr.org/,No
second people''s hospital of chizhou,Others,Not Found,Not Found,No
second university of naples,Others,Not Found,Not Found,Yes
serodus asa,Biotechnology,Not Found,Not Found,No
serpin pharma llc,Biotechnology,Not Found,Not Found,No
seth sukhlal karnani memorial hospital,Others,Not Found,Not Found,Yes
shaanxi micot technology co ltd,Pharmaceuticals,"$86.64M, Series D",https://www.cbinsights.com/company/shaanxi-micot-technology,Yes
shahid sadoughi university of medical sciences and health services,Others,Not Found,Not Found,No
shandong lukang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
shanghai benemae pharmaceutical corp,Pharmaceuticals,Not Found,Not Found,No
shanghai biolaxy medical science and technology co ltd,Biotechnology,Not Found,Not Found,No
shanghai domirui biotechnology co ltd,Biotechnology,Not Found,Not Found,No
shanghai hep pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
shanghai jiai genetics & ivf institute,Biotechnology,Not Found,Not Found,No
shanghai quietd biotechnology co ltd,Biotechnology,Not Found,Not Found,No
shanghai shangyao xinya pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
shantou longhu people''s hospital,Others,Not Found,Not Found,No
shantou university medical college hospital 2,Others,Not Found,Not Found,No
shanxi kangbao biological product co ltd,Pharmaceuticals,Not Found,Not Found,No
shanxi provincial cardiovascular hospital,Others,Not Found,Not Found,No
shenogen pharma group ltd,Pharmaceuticals,Not Found,Not Found,No
shenzhen people's hospital two,Others,Not Found,Not Found,No
shenzhen university,Others,Not Found,Not Found,Yes
shijiazhuang hospital 4,Others,Not Found,Not Found,No
shijiazhuang wotai biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
shire-nps pharmaceuticals inc,Biotechnology,"$5.2B, Acquired",https://www.prnewswire.com/news-releases/plshire-to-acquire-nps-pharma-as-further-step-in-building-a-leading-biotech-288188461.html,No
shri b m patil medical college hospital & research centre,Others,Not Found,Not Found,No
shri bm patil medical college,Others,Not Found,Not Found,No
shrirama chandra bhanj medical college,Others,Not Found,Not Found,No
shulov innovative science ltd,Pharmaceuticals,Not Found,Not Found,No
sikkim manipal institute of medical sciences,Others,Not Found,Not Found,No
singapore health services pte ltd,Others,Not Found,Not Found,No
sinnagen co,Biotechnology,Not Found,Not Found,No
sir ganga ram hospital,Others,Not Found,Not Found,No
siriraj hospital,Others,Not Found,Not Found,No
skejby hospital,Others,Not Found,Not Found,Yes
soligenix inc,Biotechnology,"$7.5M, Post IPO equity",https://www.linkedin.com/company/soligenix-inc-,No
south eastern sydney local health district,Others,Not Found,Not Found,No
southern health nhs foundation trust,Others,Not Found,Not Found,No
spectrum health,Others,Not Found,Not Found,No
spine biopharma inc,Biotechnology,"$13.5M, Not Found",https://www.linkedin.com/company/spine-biopharma,No
spine biopharma llc,Biotechnology,"$3M, Convertible Note",https://www.healio.com/news/orthopedics/20210423/spine-biopharma-announces-3-million-investment-by-pacira-biosciences,No
spyryx biosciences inc (inactive),Biotechnology,"$28.98M, Debt - III",https://www.cbinsights.com/company/spyryx-biosciences,No
sri aurobindo university,Others,"$170M, Not Found",https://en.wikipedia.org/wiki/Sri_Aurobindo_Institute_of_Medical_Sciences,Yes
sri ramachandra institute of higher education and research,Others,Not Found,Not Found,No
st andrew's healthcare,Others,Not Found,Not Found,No
st. james''s hospital,Others,Not Found,Not Found,No
st. james's hospital,Others,Not Found,Not Found,No
st. vincent''s university hospital,Others,Not Found,Not Found,No
stealth biotherapeutics corp,Biotechnology,"$8.5M, Post IPO equity",https://www.linkedin.com/company/stealth-biotherapeutics,No
stealth biotherapeutics inc,Biotechnology,"$8.5M, Post IPO equity",https://www.linkedin.com/company/stealth-biotherapeutics,No
stealth biotherapeutics inc.,Biotechnology,"$8.5M, Post IPO equity",https://www.linkedin.com/company/stealth-biotherapeutics,No
stelis biopharma ltd,Biotechnology,"$95M, Pre-Listing",https://au.linkedin.com/company/stelisbiosource,No
steno diabetes center odense,Others,"$188M, Not Found",https://steno.dk/centres/steno-diabetes-center-odense/,No
stockholm health care services,Others,Not Found,Not Found,No
stuart therapeutics inc,Pharmaceuticals,Not Found,Not Found,No
suez canal university,Others,Not Found,Not Found,No
sumandeep vidyapeeth university,Others,Not Found,Not Found,No
sun pharmaceutical industries,Pharmaceuticals,Not Found,Not Found,No
sunshine hospital,Others,Not Found,Not Found,No
suzhou shanwan biomedical technology co ltd,Biotechnology,Not Found,Not Found,No
suzhou thery pharmaceutical co ltd,Pharmaceuticals,"$38M, Series C",https://www.geneonline.com/first-generic-drug-tasigna-approved-china/,No
sykehuset i vestfold hf,Others,Not Found,Not Found,No
tampere university hospital,Others,Not Found,Not Found,No
tandem diabetes care inc,Others,Not Found,Not Found,Yes
tarsus university,Others,Not Found,Not Found,No
teikyo university school of medicine,Others,Not Found,Not Found,Yes
teitur trophics aps,Biotechnology,"$28M, Series A",https://www.teiturtrophics.com/,No
temple therapeutics bv,Biotechnology,"$325K, Debt Financing",https://nl.linkedin.com/company/templerx,Yes
texas tech university,Others,Not Found,Not Found,No
thallion pharmaceuticals inc. (inactive),Biotechnology,"$8.85M, Not Found",https://www.biospace.com/thallion-pharmaceuticals-inc-announces-completion-of-8-85-million-non-dilutive-capital-transaction,No
the fertility center of las vegas,Others,Not Found,Not Found,No
the george institute for global health,Others,"$750M, Not Found",https://en.wikipedia.org/wiki/George_Institute_for_Global_Health,No
the kocaeli city hospital,Others,Not Found,Not Found,No
the lunenfeld-tanenbaum research institute,Biotechnology,"$91M, Not Found",Not Found,No
the northern hospital,Others,Not Found,Not Found,No
the queen elizabeth hospital,Others,Not Found,Not Found,No
the royal hobart hospital,Others,"$565M, Not Found",https://en.wikipedia.org/wiki/Royal_Hobart_Hospital,No
the second west china hospital of sichuan university,Others,Not Found,Not Found,No
the united laboratories international holdings ltd,Pharmaceuticals,Not Found,Not Found,No
the university of adelaide,Others,Not Found,Not Found,Yes
therapim pty ltd,Biotechnology,Not Found,Not Found,No
tianjin hospital medical center,Others,Not Found,Not Found,No
tianjin people''s hospital no 2,Others,Not Found,Not Found,No
tiburio therapeutics inc (inactive),Biotechnology,"$31M, Series A",https://tracxn.com/d/companies/tiburio-therapeutics/__EcQoPkW8Tgb8zep1iCYwLqb8HguHiMqKjHBDBf6DnmM,No
tokyo women''s medical university hospital,Others,Not Found,Not Found,No
tolmar inc,Pharmaceuticals,Not Found,Not Found,No
tomsk national research medical center of the russian academy of sciences,Others,Not Found,Not Found,No
tonix pharmaceuticals holding corp,Biotechnology,Not Found,Not Found,No
topas therapeutics gmbh,Biotechnology,"$70M, Series D",https://www.evotec.com/news/evotec-spins-off-auto-immune-disease-company-as-topas-therapeutics-gmbh,No
torrent pharmaceuticals ltd,Pharmaceuticals,"$367M, Post IPO secondary",https://in.linkedin.com/company/torrent-pharmaceuticals-ltd,No
toyos clinic,Others,Not Found,Not Found,No
translational research institute for metabolism and diabetes,Biotechnology,Not Found,Not Found,No
trevena inc,Biotechnology,"$2M, Post IPO Debt",https://www.linkedin.com/company/trevena-inc,No
"trimeris, inc. (inactive)",Biotechnology,Not Found,Not Found,No
trinity college dublin,Others,Not Found,Not Found,No
turning point,Others,Not Found,Not Found,No
turning point uk ltd,Others,Not Found,Not Found,No
u.s. biotest inc,Pharmaceuticals,Not Found,Not Found,No
u.s. department of veterans affairs,Others,Not Found,Not Found,No
ucsf benioff children''s hospital oakland,Others,"$100M, Not Found",https://en.wikipedia.org/wiki/UCSF_Benioff_Children%27s_Hospital,No
umc utrecht holding bv,Biotechnology,"$25K, Seed",https://utrechtholdings.nl/,Yes
uludag university,Others,Not Found,Not Found,No
united arab emirates university,Others,Not Found,Not Found,No
universidad panamericana,Others,Not Found,Not Found,No
universiti teknologi mara,Others,Not Found,Not Found,No
university campus bio-medico of rome,Others,Not Found,Not Found,Yes
university claude bernard lyon 1,Others,Not Found,Not Found,No
university college hospital ibadan,Others,Not Found,Not Found,No
university college of medical sciences,Others,Not Found,Not Found,No
university hospital center of quebec,Error,Error,Error,Error
university hospital elias,Others,Not Found,Not Found,Yes
university hospital san cecilio,Others,Not Found,Not Found,No
university hospital san ignacio,Others,Not Found,Not Found,No
university hospital of parma,Others,Not Found,Not Found,No
university hospital of quebec,Error,Error,Error,Error
university hospital of southern denmark,Others,Not Found,Not Found,No
university hospitals coventry and warwickshire nhs trust,Others,"$3M, Grant",https://www.linkedin.com/company/nhsuhcw,Yes
university institute of cardiology and pneumology of quebec,Others,Not Found,Not Found,No
university magna graecia,Others,Not Found,Not Found,No
university malaya medical centre,Others,Not Found,Not Found,No
university medical center gottingen,Others,Not Found,Not Found,No
university medical centre ljubljana,Others,Not Found,Not Found,No
university of athens,Others,Not Found,Not Found,No
university of belgrade,Others,Not Found,Not Found,No
university of catania,Others,Not Found,Not Found,No
university of delaware,Others,Not Found,Not Found,No
university of edinburgh,Others,Not Found,Not Found,Yes
university of electronic science and technology of china,Others,Not Found,Not Found,No
university of gaziantep,Others,Not Found,Not Found,Yes
university of hawaii at hilo,Others,Not Found,Not Found,No
university of helsinki,Others,Not Found,Not Found,No
university of ilorin tetfund institution based research,Others,"$2.5M, Not Found",https://businessday.ng/news/article/unilorin-gets-n1-9bn-tetfund-grants-for-projects/,No
university of ilorin teaching hospital,Others,Not Found,Not Found,No
university of minnesota,Others,Not Found,Not Found,No
university of missouri,Others,Not Found,Not Found,No
university of miyazaki,Others,Not Found,Not Found,No
university of montreal,Others,Not Found,Not Found,No
university of oulu,Others,Not Found,Not Found,Yes
university of queensland,Others,Not Found,Not Found,No
university of tampere,Others,Not Found,Not Found,Yes
university of tartu,Others,Not Found,Not Found,No
university of texas southwestern medical center,Others,Not Found,Not Found,No
university of tsukuba,Others,Not Found,Not Found,Yes
university of turku,Others,Not Found,Not Found,Yes
university of utah health care,Others,Not Found,Not Found,No
university of vermont,Others,Not Found,Not Found,No
uppsala university,Others,Not Found,Not Found,No
va connecticut healthcare system,Others,Not Found,Not Found,No
va san diego healthcare system,Others,Not Found,Not Found,No
visen pharmaceuticals,Pharmaceuticals,"$101M, IPO",https://www.cooley.com/news/coverage/2025/2025-03-21-visen-pharmaceuticals-announces-hk$783-million-ipo,No
valenta pharm,Pharmaceuticals,Not Found,Not Found,No
valirx plc,Biotechnology,Not Found,Not Found,Yes
vall d''hebron university hospital,Others,Not Found,Not Found,No
vall d’hebron institute of research,Biotechnology,Not Found,Not Found,Yes
varian pharmed,Pharmaceuticals,Not Found,Not Found,No
vasomune therapeutics inc,Biotechnology,Not Found,Not Found,No
vasomune therapeutics usa inc,Biotechnology,Not Found,Not Found,No
vaud university hospital center,Others,Not Found,Not Found,Yes
vectivbio holding ag,Biotechnology,"$125M, IPO",https://www.globenewswire.com/search/organization/VectivBio%2520AG,No
verrica pharmaceuticals inc,Biotechnology,"$10M, IPO",https://www.globenewswire.com/news-release/2025/10/07/3162943/0/en/Verrica-Pharmaceuticals-to-Present-New-Data-on-VP-315-from-its-Phase-2-Trial-in-Basal-Cell-Carcinoma-BCC-at-the-40th-Society-for-Immunotherapy-of-Cancer-SITC-Annual-Meeting.html,No
veru inc,Biotechnology,"$33M, Post IPO equity",https://www.linkedin.com/company/veru-pharma,No
viewpoint molecular targeting llc,Pharmaceuticals,"$13M, Series A",https://uirf.research.uiowa.edu/news/2021/05/viewpoint-molecular-targetingtm-announces-closing-its-series-financing-proceeds-13,No
vifor pharma management ltd,Pharmaceuticals,"$11.7B, Acquired",https://en.wikipedia.org/wiki/CSL_Vifor,No
vigeo therapeutics inc,Biotechnology,"$7.5M, Debt Financing",https://www.crunchbase.com/organization/vigeo-therapeutics,No
viking therapeutics inc,Biotechnology,Not Found,Not Found,No
vimela therapeutics ltd,Biotechnology,Not Found,Not Found,No
virginia center for reproductive medicine,Others,Not Found,Not Found,No
vivani medical inc,Biotechnology,"$10M, Equity Financing",https://finance.yahoo.com/quote/VANI/,No
wady el nil contracting and realestae investments co,Others,Not Found,Not Found,Yes
wael el-banna clinic,Others,Not Found,Not Found,No
wake forest university health sciences,Others,Not Found,Not Found,Yes
western galilee hospital-nahariya,Others,Not Found,Not Found,No
western sydney university,Others,Not Found,Not Found,No
westmead hospital,Others,Not Found,Not Found,No
william sansum diabetes center,Biotechnology,Not Found,Not Found,Yes
windtree therapeutics inc,Biotechnology,"$520M, Not Found",https://www.stocktitan.net/news/WINT/,No
wntresearch ab,Biotechnology,Not Found,Not Found,No
woman''s hospital,Others,Not Found,Not Found,No
world health organization,Others,"$10M, Grant",https://www.linkedin.com/company/world-health-organization,No
wuhan yicheng biotechnology co ltd,Biotechnology,Not Found,Not Found,No
wuxi hebang biotechnology co ltd,Biotechnology,Not Found,Not Found,No
xequel bio inc,Biotechnology,Not Found,Not Found,No
xeris biopharma holdings inc,Pharmaceuticals,"$200M, Post IPO Debt",https://www.linkedin.com/company/xeris-pharmaceuticals,No
xiamen hongai hospital,Others,Not Found,Not Found,No
xiangyang central hospital,Others,Not Found,Not Found,No
xichang people''s hospital,Others,Not Found,Not Found,No
xinnate ab,Pharmaceuticals,"$2.9M, Seed",https://xinnate.com/,No
yantai yuhuangding hospital,Others,Not Found,Not Found,No
yazd research &,Biotechnology,Not Found,Not Found,No
yazd university of medical sciences,Others,Not Found,Not Found,No
yenepoya dental college,Others,Not Found,Not Found,Yes
yichang renfu pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
yicheng kangtai (xiamen) biotechnology co ltd,Biotechnology,"$4.2M, Pre-A",https://www.xiamenbiotime.com/about-us_d1,No
yida biotechnology co ltd,Biotechnology,Not Found,Not Found,No
yingu pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yokohama city university hospital,Others,Not Found,Not Found,No
yokohama city university medical center,Others,Not Found,Not Found,No
ypsomed holding ag,Others,Not Found,Not Found,Yes
yuyao municipal people’s hospital,Others,Not Found,Not Found,No
yuyu pharma inc,Pharmaceuticals,"$834,174, Not Found","https://www.linkedin.com/company/yuyu-pharma#:~:text=Yuyu%20Pharma%20(KRX%20000220)%20was,South%20Korea%20and%20Southeast%20Asia.",No
zanjan university of medical sciences,Others,Not Found,Not Found,No
zealand pharma as,Biotechnology,"$4.1M, Post IPO equity",https://www.linkedin.com/company/zealand-pharma,No
zensun (shanghai) sci & tech co ltd,Biotechnology,Not Found,Not Found,No
zhaoke (guangzhou) ophthalmology pharmaceutical ltd,Pharmaceuticals,Not Found,Not Found,No
zhaoke pharmaceutical (hefei) co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang apeloa kangyu pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang boyiao biopharmaceutical co ltd,Biotechnology,"$33.2M, IPO",https://www.reuters.com/markets/companies/300294.SZ/,No
zhejiang heze pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang sundoc pharmaceutical science and tech co ltd,Pharmaceuticals,"$10M, Not Found",Not Found,No
zhejiang xianju pharmaceutical co ltd,Pharmaceuticals,"$241.7K, Not Found",https://www.linkedin.com/company/zhejiang-xianju-pharmaceutical-co-ltd-/,No
zhejiang yingkang biomedical co ltd,Biotechnology,Not Found,Not Found,No
zhenjiang mental health center,Others,Not Found,Not Found,No
zhongshan laboruichen biopharmaceutical co ltd,Pharmaceuticals,"$8.7M, Series A",http://www.zs.gov.cn/ywb/economy/content/post_2083408.html,No
zhongshan wanhan pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhuhai united laboratories co ltd,Pharmaceuticals,Not Found,Not Found,Yes
