company_name,sector,funding,funding_citation,ai_enabled
funabashi municipal medical center,Others,Not Found,Not Found,No
functional gut clinic ltd,Others,Not Found,Not Found,No
fundacao altino ventura,Others,Not Found,Not Found,No
fundacao bahiana de infectologia,Others,Not Found,Not Found,No
fundacao educacional serra dos orgaos,Others,Not Found,Not Found,No
fundacia institut de recerca de l'hospital de la santa,Biotechnology,Not Found,Not Found,No
fundacio clinic per a la recerca biomedica,Biotechnology,"$486,449, Not Found",https://www.gatesfoundation.org/about/committed-grants/2006/11/opp45452,Yes
fundacio institut de recerca de l''hospital de la santa creu i sant pau,Biotechnology,Not Found,Not Found,No
fundacio institut de recerca de l'hospital de la santa creu i sant pau,Biotechnology,Not Found,Not Found,No
fundacio parc tauli,Biotechnology,Not Found,Not Found,Yes
fundacio privada eugin,Biotechnology,Not Found,Not Found,Yes
fundacion biomedica galicia sur,Biotechnology,Not Found,Not Found,No
fundacion cadiz investigacion biomedica,Biotechnology,Not Found,Not Found,No
fundacion canaria rafael clavijo para la investigacion biomedica,Biotechnology,Not Found,Not Found,No
fundacion casa del corazon,Others,Not Found,Not Found,No
fundacion huesped,Others,Not Found,Not Found,No
fundacion marques de valdecilla,Others,Not Found,Not Found,No
fundacion nacional de dermatologia,Error,Error,Error,Error
fundacion para la investigacion biomedica hospital universitario nino jesus,Biotechnology,Not Found,Not Found,Yes
fundacion publica andaluza para la investigacion de malaga en biomedicina y salud,Biotechnology,Not Found,Not Found,No
fundacion renal inigo alvarez de toledo,Others,Not Found,Not Found,No
fundacion universitaria de ciencias de la salud,Others,Not Found,Not Found,No
fundacion valenciana de investigaciones biomedicas,Biotechnology,Not Found,Not Found,No
fundacion para combatir la leucemia,Others,Not Found,Not Found,No
fundacion para la investigacion biomedica hospital clinico san carlos,Biotechnology,Not Found,Not Found,Yes
fundacion para la investigacion biomedica del hospital gregorio maranon,Biotechnology,Not Found,Not Found,No
fundacion para la investigacion biomedica del hospital universitario ramon y cajal,Biotechnology,Not Found,Not Found,No
fundacion para la investigacion del hospital clinico de valencia,Biotechnology,Not Found,Not Found,No
fundacion para la investigacion en urologia,Others,Not Found,Not Found,No
fundaleu,Others,Not Found,Not Found,No
fundeni clinical institute of digestive diseases and liver transplant,Others,Not Found,Not Found,Yes
fundeni clinical institute,Others,Not Found,Not Found,Yes
funing people''s hospital,Others,"$100M, Not Found",https://peopleschoicehospital.com/funding/,No
fuou pharmaceutical technology (huzhou) co ltd,Pharmaceuticals,Not Found,Not Found,No
furen pharmaceutical group co ltd,Pharmaceuticals,Not Found,Not Found,Yes
fusen pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
fusogen pharmaceuticals inc,Biotechnology,"$60M, Post IPO equity",https://www.linkedin.com/company/fusion-pharmaceuticals,No
fusong county traditional chinese medicine co ltd,Pharmaceuticals,Not Found,Not Found,No
futura medical plc,Pharmaceuticals,Not Found,Not Found,No
future consortium in research,Others,Not Found,Not Found,Yes
future medicine co ltd,Pharmaceuticals,Not Found,Not Found,Yes
fuwai central china cardiovascular hospital,Others,Not Found,Not Found,Yes
fuwai heart hospital & cardiovascular institute,Others,Not Found,Not Found,Yes
fuwai hospital,Others,Not Found,Not Found,Yes
fuyang hospital of anhui medical university,Others,Not Found,Not Found,No
fuzhou changle district people''s hospital,Others,Not Found,Not Found,No
fuzhou cornerstone pharmaceuticals technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
fuzhou hospital 2,Others,Not Found,Not Found,No
fuzhou neuropsychiatric hospital,Others,Not Found,Not Found,No
fuzhou university,Others,Not Found,Not Found,No
fytexia sas,Others,Not Found,Not Found,No
g j patel institute of ayurveda studies and research,Others,Not Found,Not Found,No
"g&;e herbal biotechnology co., ltd.",Biotechnology,Not Found,Not Found,No
"g&e herbal biotechnology co., ltd.",Biotechnology,Not Found,Not Found,No
g-cell co ltd,Biotechnology,Not Found,Not Found,Yes
g-pride study group,Pharmaceuticals,Not Found,Not Found,No
g. d. searle llc,Pharmaceuticals,Not Found,Not Found,No
g. kuppuswamy naidu memorial hospital,Others,Not Found,Not Found,Yes
g. d''annunzio university,Others,Not Found,Not Found,No
g.c. chemie pharmie ltd,Pharmaceuticals,Not Found,Not Found,No
g.st antivirals gmbh,Biotechnology,"$6.7M, Series A",https://www.linkedin.com/company/g-st-antivirals/,No
g.v. (sonny) montgomery va medical center,Others,Not Found,Not Found,No
g2gbio inc,Biotechnology,"$37.7M, IPO","https://www.ipox.com/ipo-calendar/g2gbio#:~:text=G2GBIO%20Inc%20(Ticker%3A%20456160%20KS,2025%2C%20offering%20900%2C000%20new%20shares.",No
gaba international ag,Pharmaceuticals,"$841M, Acquired",https://en.wikipedia.org/wiki/Elmex,No
gaba therapeutics inc,Biotechnology,"$22M, Series A",https://tracxn.com/d/companies/gaba-therapeutics/__jCdYVmUDxyKDI0hMHirVphznk_5xp1zlvmvSoK9TqhY,No
gb bietti foundation for the study and research in ophthalmology,Others,Not Found,Not Found,No
gb sciences inc,Biotechnology,Not Found,Not Found,Yes
gcs co ltd,Others,Not Found,Not Found,No
gcs ramsay health for education and research,Others,"$4M annually, Not Found",https://au.linkedin.com/company/ramsay-hospital-research-foundation,No
ge healthcare technologies inc,Others,Not Found,Not Found,Yes
ge healthcare,Others,Not Found,Not Found,Yes
gem hospital & research centre pvt ltd,Others,Not Found,Not Found,No
genuone sciences inc,Pharmaceuticals,Not Found,Not Found,Yes
gexval inc,Biotechnology,Not Found,Not Found,Yes
gen1e lifesciences inc,Biotechnology,"$17M, Series A",https://www.crunchbase.com/organization/gen1e-lifesciences,Yes
gh research plc,Biotechnology,"$150M, IPO",https://www.linkedin.com/company/ghresearch,No
ghr mulhouse south alsace,Others,Not Found,Not Found,No
ghu paris psychiatrie &,Others,Not Found,Not Found,No
gi cell co ltd,Biotechnology,Not Found,Not Found,No
gie medical inc,Biotechnology,"$5M, Corporate Round",https://www.linkedin.com/company/gie-medical,No
gise onlus foundation,Others,Not Found,Not Found,No
gkm new pharma,Pharmaceuticals,Not Found,Not Found,No
gl pharm tech corp,Pharmaceuticals,Not Found,Not Found,No
gl pharma co ltd,Pharmaceuticals,Not Found,Not Found,No
gm pharma,Pharmaceuticals,Not Found,Not Found,No
gmers medical college & hospital sola,Others,Not Found,Not Found,No
gmers medical college junagadh,Others,Not Found,Not Found,No
gmers medical college vadodara,Others,Not Found,Not Found,No
gmp-orphan sa,Pharmaceuticals,Not Found,Not Found,No
gn corporation co ltd,Biotechnology,Not Found,Not Found,No
gni group ltd,Pharmaceuticals,Not Found,Not Found,No
gnt biotech and medicals corp,Biotechnology,Not Found,Not Found,No
gnt pharma co ltd,Pharmaceuticals,Not Found,Not Found,No
gog foundation inc,Others,Not Found,Not Found,No
gpcr therapeutics inc,Biotechnology,"$3.2M, Series Unknown",https://www.linkedin.com/company/gpcr-therapeutics,Yes
gri bio inc,Biotechnology,"$5M, IPO",https://finance.yahoo.com/quote/GRI/,No
grin group,Others,Not Found,Not Found,Yes
grin therapeutics inc,Biotechnology,Not Found,Not Found,No
gs ayurveda medical college &,Others,Not Found,Not Found,No
gsl dental college & hospital,Others,Not Found,Not Found,No
gsl medical college & general hospital,Others,Not Found,Not Found,No
gt apeiron llc,Biotechnology,"$17.5M, Series A",https://www.linkedin.com/company/gt-apeiron-therapeutics,Yes
gt apeiron therapeutics,Biotechnology,"$17.5M, Series A",https://www.crunchbase.com/organization/gt-apeiron-therapeutics,Yes
gt medical technologies inc,Biotechnology,"$53M, Series D",https://www.prnewswire.com/news-releases/gt-medical-technologies-completes-final-close-of-companys-oversubscribed-53-million-series-d-equity-financing-to-advance-commercial-treatment-for-patients-with-operable-brain-tumors-302504853.html,No
gw pharmaceuticals ltd,Pharmaceuticals,"$7.2B, Acquired",https://investor.jazzpharma.com/news-releases/news-release-details/jazz-pharmaceuticals-completes-acquisition-gw-pharmaceuticals,No
gza hospital,Others,Not Found,Not Found,No
gabinete berthier y martinez,Pharmaceuticals,Not Found,Not Found,No
gabrail cancer center,Biotechnology,Not Found,Not Found,No
gachon university gil hospital,Others,Not Found,Not Found,Yes
gadag institute of medical sciences,Others,Not Found,Not Found,No
gadjah mada university,Others,Not Found,Not Found,Yes
gaetano martino university hospital company,Others,Not Found,Not Found,No
gain therapeutics inc,Biotechnology,"$7M, Post IPO Equity",https://www.linkedin.com/company/gain-therapeutics,Yes
gajra raja medical college,Others,Not Found,Not Found,No
galala university,Others,Not Found,Not Found,Yes
galaxia empirica sl,Others,Not Found,Not Found,No
galenicum health slu,Pharmaceuticals,Not Found,Not Found,Yes
galenika ad,Pharmaceuticals,Not Found,Not Found,No
galera therapeutics inc,Biotechnology,"$30M, IPO",https://www.linkedin.com/company/galera-therapeutics-inc-,No
galgotias university,Others,Not Found,Not Found,Yes
"galician association of anesthesiology, resuscitation and pain",Others,Not Found,Not Found,No
galician healthcare service,Others,"$510M, Not Found",https://cinea.ec.europa.eu/news-events/news/galician-healthcare-system-receives-nearly-eu510-million-eu-support-its-modernisation-2025-06-06_en,No
galimedix therapeutics ltd,Biotechnology,"$10M, Seed",https://www.linkedin.com/company/galimedix-therapeutics-inc,Yes
galleon pharmaceuticals inc,Pharmaceuticals,"$16.5M, Series B",https://www.cbinsights.com/company/galleon-pharmaceuticals,No
galpharma laboratories ltd,Pharmaceuticals,Not Found,Not Found,No
gamaleya federal research center of epidemiology and microbiology,Biotechnology,"$10M, Not Found",Not Found,No
gandhi medical college,Others,Not Found,Not Found,No
gandhi medical college & hospital,Others,Not Found,Not Found,No
gandhi medical college bhopal,Others,Not Found,Not Found,No
ganesh shankar vidyarthi memorial medical college,Others,Not Found,Not Found,No
ganga hospital,Others,Not Found,Not Found,Yes
ganga medical centre and hospital pvt ltd,Others,Not Found,Not Found,Yes
gannex pharma co ltd,Pharmaceuticals,Not Found,Not Found,No
gansu cheezheng tibetan medicine co ltd,Pharmaceuticals,Not Found,Not Found,No
gansu hospital of tcm,Others,Not Found,Not Found,No
gansu lanyao pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
gansu maternity and child health care hospital,Others,Not Found,Not Found,No
gansu nongken pharmaceutical alkali factory co ltd,Pharmaceuticals,Not Found,Not Found,No
gansu people''s hospital 2,Others,Not Found,Not Found,No
gansu provincial academy of traditional chinese medicine,Others,Not Found,Not Found,No
gansu provincial people''s hospital,Others,Not Found,Not Found,No
gansu puan pharmaceutical ltd,Pharmaceuticals,Not Found,Not Found,No
gansu university of traditional chinese medicine hospital,Others,Not Found,Not Found,No
gansu yuansen pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
ganzheng (hainan) biopharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
ganzhou hemay pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
gao rui yaoye beijing technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
garden pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
garden state infectious diseases associates pa,Others,Not Found,Not Found,No
gasherbrum bio pty ltd,Biotechnology,Not Found,Not Found,No
gastroenterological association of thailand,Others,Not Found,Not Found,No
gate neurosciences inc,Biotechnology,"$25M, Series Unknown",https://www.crunchbase.com/organization/gate-neurosciences,Yes
gateshead health nhs foundation trust,Others,Not Found,Not Found,Yes
gateway health alliance inc,Biotechnology,Not Found,Not Found,No
gateway institute for brain research,Biotechnology,Not Found,Not Found,Yes
gauhati medical college,Others,Not Found,Not Found,No
gayatri vidya parishad institute of health care and medical technology,Not Found,Not Found,Not Found,Unknown
gaziler physical medicine and rehabilitation education and research hospital,Others,Not Found,Not Found,No
gaziosmanpasa university,Others,Not Found,Not Found,No
gdansk university of physical education and sport,Others,Not Found,Not Found,No
gebro pharma gmbh,Pharmaceuticals,Not Found,Not Found,No
gedeon richter iberica sa,Not Found,Not Found,Not Found,Unknown
gedeon richter plc,Pharmaceuticals,Not Found,Not Found,No
geetanjali dental college and research institute,Others,Not Found,Not Found,No
geetanjali hospital udaipur,Others,Not Found,Not Found,No
geetanjali medical college and hospital,Others,Not Found,Not Found,No
geistlich pharma ag,Pharmaceuticals,Not Found,Not Found,No
gelderse vallei hospital,Others,Not Found,Not Found,Yes
gelespon,Pharmaceuticals,Not Found,Not Found,No
gelscom sas,Biotechnology,Not Found,Not Found,No
gem pharmaceuticals llc,Pharmaceuticals,"$4.5M, Phase II",https://drug-dev.com/gem-pharmaceuticals-announces-4-5-million-financing-for-phase-ii-trial/,No
gemvax & kael co ltd,Not Found,Not Found,Not Found,Unknown
gemeinnuetzige salzburger landeskliniken betriebs gmbh,Others,Not Found,Not Found,No
gemeinnutzige salzburger landeskliniken betriebsgesellschaft mbh,Others,Not Found,Not Found,No
gemin x pharmaceuticals,Pharmaceuticals,"$225M, Acquired",https://www.biospace.com/cephalon-inc-to-acquire-gemin-x-pharmaceuticals-inc-for-225-million-up-to-300-million-in-milestones,No
gemini eye clinic,Others,Not Found,Not Found,No
gen ilac ve saglik urunleri as,Pharmaceuticals,Not Found,Not Found,No
genkyotex sa,Biotechnology,"$5.4M, Post IPO Equity",https://www.linkedin.com/company/genkyotex-s.a/,No
genvivo inc,Biotechnology,Not Found,Not Found,No
genaera corporation (inactive),Biotechnology,Not Found,Not Found,No
"Genaissance Pharmaceuticals, Inc. (inactive)",Biotechnology,"$11M, Acquired",https://www.courant.com/2005/06/22/biotech-buyout/,No
genchain biotech co ltd,Biotechnology,Not Found,Not Found,No
gencor pacific,Pharmaceuticals,Not Found,Not Found,No
gene surgery,Biotechnology,Not Found,Not Found,No
geneone life science inc,Biotechnology,Not Found,Not Found,No
geneora pharma (shijiazhuang) co ltd,Pharmaceuticals,Not Found,Not Found,No
general administration of military health,Others,Not Found,Not Found,No
general foundation of the university of salamanca,Others,Not Found,Not Found,No
general hospital novo mesto,Others,"$393,971.40, Not Found",https://www.norwaygrants.si/en/projects/projects-of-the-programme-climate-change-mitigation-and-adaptation/salomon/,No
general hospital sibenik-knin county,Not Found,Not Found,Not Found,Unknown
general hospital sveti duh,Others,Not Found,Not Found,No
general hospital of armed police forces,Others,Not Found,Not Found,No
general hospital of athens elpis,Others,"$10M, Not Found",https://www.snf.org/en/work/grants/grants-database/cardiology-department-elpis-general-hospital-equipment-2015/,No
general hospital of corfu,Others,Not Found,Not Found,No
general hospital of larissa,Others,Not Found,Not Found,No
general hospital of ningxia medical university,Others,Not Found,Not Found,No
general hospital of northen theater command,Others,Not Found,Not Found,No
general hospital of rhodes,Not Found,Not Found,Not Found,Unknown
general hospital of southern theater command,Others,Not Found,Not Found,No
general hospital of trikala,Others,Not Found,Not Found,No
general hospital of vila nova cachoeirinha,Others,Not Found,Not Found,No
general hospital of western theater command pla,Others,Not Found,Not Found,No
general hospital of the western theater of the chinese people''s liberation army,Others,Not Found,Not Found,No
general oncology inc,Biotechnology,"$7.2M, Series Unknown",https://www.linkedin.com/company/general-oncology,No
general organization for teaching hospitals and institutes,Others,Not Found,Not Found,No
general orthopedics and tumor orthopedics at the ukm,Others,Not Found,Not Found,No
general university hospital in prague,Others,Not Found,Not Found,No
generex pharmassist pvt ltd,Pharmaceuticals,Not Found,Not Found,No
generix global investment ltd,Pharmaceuticals,Not Found,Not Found,No
generos biomedical technology (hangzhou) co ltd,Biotechnology,"$2.13M, Seed",https://synapse.patsnap.com/organization/6d5d0d3fa224949cc21269d1ff4b9783,Yes
genesis athens sa,Others,Not Found,Not Found,No
genesis care pty ltd,Others,Not Found,Not Found,No
genesis pharma sa,Pharmaceuticals,Not Found,Not Found,No
genesiscare foundation ltd,Others,"$197.3M, Debt Financing",https://www.crunchbase.com/organization/genesiscare,Yes
genetic spa,Not Found,Not Found,Not Found,Unknown
genevax (shanghai) biological products co ltd,Error,Error,Error,Error
genewel co ltd,Pharmaceuticals,Not Found,Not Found,No
genfit sa,Biotechnology,"$29.8M, Post IPO equity",https://www.linkedin.com/company/genfit,No
geniko nosokomeio athinas ippokrateio,Others,Not Found,Not Found,No
geno pharmaceuticals pvt ltd,Pharmaceuticals,Not Found,Not Found,No
genomas inc,Biotechnology,Not Found,Not Found,No
genoscience pharma,Biotechnology,Not Found,Not Found,No
genosco inc,Biotechnology,Not Found,Not Found,Yes
genoss co ltd,Not Found,Not Found,Not Found,Unknown
genovate biotechnology co ltd,Pharmaceuticals,Not Found,Not Found,No
gentibio inc,Biotechnology,Not Found,Not Found,No
gentofte hospital,Not Found,Not Found,Not Found,Unknown
gentofte university hospital,Others,Not Found,Not Found,Yes
genu pharma co ltd,Not Found,Not Found,Not Found,Unknown
genuine research center,Not Found,Not Found,Not Found,Unknown
genuone science co ltd,Not Found,Not Found,Not Found,Unknown
genuone science inc,Pharmaceuticals,Not Found,Not Found,No
genuv inc,Not Found,Not Found,Not Found,Unknown
genzada pharmaceuticals llc,Pharmaceuticals,Not Found,Not Found,No
george clinical pty ltd,Biotechnology,Not Found,Not Found,No
george medicines pty ltd,Pharmaceuticals,"$1M, Series Unknown",https://uk.linkedin.com/company/george-medicines-pty-limited,No
georgetown university,Others,Not Found,Not Found,Yes
