company_name,funding_citations
biosimilar solutions llc,https://biosimilarsolutions.com/
aeovian pharmaceuticals inc,https://www.prnewswire.com/news-releases/aeovian-pharmaceuticals-doses-first-participants-in-phase-1-clinical-trial-strengthens-leadership-team-and-raises-additional-50-million-financing-302101427.html
liquidia corp,"https://www.linkedin.com/company/liquidia-corporation#:~:text=Liquidia%20Corporation%20is%20a%20biopharmaceutical,of%20its%20PRINT%C2%AE%20Technology."
liquidia technologies inc,https://www.linkedin.com/company/liquidia-corporation
transcend therapeutics inc,https://finance.yahoo.com/news/transcend-therapeutics-receives-breakthrough-therapy-120000110.html
ariceum therapeutics gmbh,https://tracxn.com/d/companies/ariceum-therapeutics/__3RmDyoVcPGt5Qvdmy_NC_yBI01vyFKkSqhHIraVQCtY
ym biosciences inc. (inactive),https://www.contractpharma.com/breaking-news/gilead-to-acquire-ym-biosciences/
elicera therapeutics ab,https://se.linkedin.com/company/elicera-therapeutics-ab
aceragen inc,https://news.biobuzz.io/2025/07/16/following-merger-with-idera-pharmaceuticals-aceragen-cuts-costs-slashes-80-of-headcount/
protego biopharma inc,https://www.biospace.com/protego-biopharma-raises-51-million-series-a-financing-to-advance-the-treatment-of-protein-misfolding-diseases
walden biosciences inc,https://www.linkedin.com/company/waldenbiosciences
noveome biotherapeutics inc,https://www.cbs42.com/business/press-releases/ein-presswire/805640318/noveome-biotherapeutics-inc-completes-51-million-series-e-financing-to-support-clinical-trials-in-nec
anrs research center,https://www.glopid-r.org/members/institut-national-de-la-sante-et-de-la-recherche-medicale-inserm/
tenaya therapeutics inc,https://www.linkedin.com/company/tenaya-therapeutics
windtree therapeutics inc,https://www.stocktitan.net/news/WINT/
artery therapeutics inc,https://www.nia.nih.gov/research/sbir/nia-small-business-showcase/artery-therapeutics-inc
arnatar therapeutics inc,https://globalgenes.org/raredaily/arnatar-therapeutics-emerges-from-stealth-with-52-million-and-an-rpdd-for-alagille-syndrome-therapy/
alpheus medical inc,https://tcbmag.com/alpheus-medical-lands-52m-for-novel-brain-cancer-treatment/
narrows institute for biomedical research inc,https://taggs.hhs.gov/Detail/RecipDetail?arg_EntityId=tf%2F143NTos4J1YAfg1HonA%3D%3D
35pharma inc,https://www.globenewswire.com/news-release/2024/11/26/2987436/0/en/35Pharma-Closes-Series-C-Financing-to-Advance-Clinical-Pipeline-of-Activin-Inhibitors-for-Pulmonary-Hypertension-Cardiometabolic-Disease-and-Obesity.html
gt medical technologies inc,https://www.prnewswire.com/news-releases/gt-medical-technologies-completes-final-close-of-companys-oversubscribed-53-million-series-d-equity-financing-to-advance-commercial-treatment-for-patients-with-operable-brain-tumors-302504853.html
ixaka ltd,https://uk.linkedin.com/company/ixaka-limited
ixaka ltd (inactive),https://uk.linkedin.com/company/ixaka-limited
vanda pharmaceuticals inc,https://www.linkedin.com/company/vanda-pharmaceuticals
grace science llc,https://timmermanreport.com/2022/06/grace-science-turning-lemons-into-lemonade/
minervax aps,https://www.wacker.com/cms/en-us/press-and-media/press/press-releases/2024/detail-240193.html
inspirna inc,https://www.crunchbase.com/organization/rgenix
aveo pharmaceuticals inc,https://www.linkedin.com/company/aveo-oncology
jupiter neurosciences inc,https://finance.yahoo.com/quote/JUNS/
bicycle therapeutics plc,https://www.linkedin.com/company/bicycle-therapeutics
tango therapeutics inc,https://www.linkedin.com/company/tango-therapeutics
basking biosciences inc,https://oied.osu.edu/basking-biosciences-announces-close-55-million-financing-accelerate-clinical-development-first
red queen therapeutics inc,https://www.prnewswire.com/news-releases/apple-tree-partners-launches-red-queen-therapeutics-to-bring-potentially-lifesaving-treatments-to-people-at-greatest-risk-from-viral-infections-302214934.html
replimune ltd,https://www.foresitecapital.com/portfolio/replimune-group/
nodthera inc,https://pitchbook.com/profiles/company/163758-97
jounce therapeutics inc,https://www.linkedin.com/company/jounce-therapeutics
naurex inc,https://www.prnewswire.com/news-releases/allergan-to-acquire-naurex-300118764.html
asociacion europea y latinoamericana selnet para la investigacion en sarcomas,https://cordis.europa.eu/project/id/825806
mycenax biotech inc,https://www.linkedin.com/company/mycenax
attralus inc,https://www.biospace.com/attralus-closes-56-million-financing
imbria pharmaceuticals inc,https://www.globenewswire.com/news-release/2025/04/10/3059176/0/en/Imbria-Pharmaceuticals-Raises-57-5M-Series-B-Financing-Round-and-Appoints-Alvin-Shih-MD-as-CEO.html
allay therapeutics inc,https://www.businesswire.com/news/home/20250605811033/en/Allay-Therapeutics-Announces-%2457.5M-Series-D-Financing-and-Venture-Debt-Line-to-Advance-ATX101-and-its-Ultra-Sustained-Pain-Platform-for-Post-Surgical-Pain-Management
medytox inc,https://www.linkedin.com/company/medy-tox-inc./
fkd therapies oy,https://ferringusa.com/?press=ferring-and-blackstone-life-sciences-invest-over-570-million-usd-in-novel-gene-therapy-for-bladder-cancer-patients
dice therapeutics inc,https://www.stocktitan.net/news/DICE/
nuvalent inc,https://www.linkedin.com/company/nuvalent-inc
editas medicine inc,https://finance.yahoo.com/news/editas-medicine-inc-edit-promising-075517711.html
claris biotherapeutics inc,https://www.globenewswire.com/news-release/2024/01/04/2803976/0/en/Claris-Bio-Emerges-From-Stealth-With-a-New-Investor-and-Prepares-for-Next-Development-Stage-With-Late-Stage-Data-Expected-in-1H24.html
rivus pharmaceuticals inc,https://www.crunchbase.com/organization/rivus-pharmaceuticals
leap therapeutics inc,https://www.prnewswire.com/news-releases/leap-therapeutics-announces-58-88-million-private-placement-in-cash-commitments-led-by-winklevoss-capital-to-initiate-a-digital-asset-treasury-strategy-302575729.html
azora therapeutics inc,https://www.crunchbase.com/organization/azora-therapeutics
arialys therapeutics inc,https://www.biospace.com/arialys-therapeutics-launches-to-lead-the-development-of-new-precision-medicines-for-autoimmune-neuropsychiatric-diseases
fortis therapeutics inc,https://www.cbinsights.com/company/fortis-therapeutics
actym therapeutics inc,https://www.prnewswire.com/news-releases/actym-closes-59-5-million-series-a-with-new-25-5-million-extension-301960330.html
immutep ltd,https://au.linkedin.com/company/immutep-ltd
edgewise therapeutics inc,https://www.prnewswire.com/news-releases/edgewise-therapeutics-reports-second-quarter-2025-financial-results-and-recent-business-highlights-302523640.html
institut pasteur de tunis,https://www.gatesfoundation.org/about/committed-grants/2023/08/inv-059607
ab-biotics sa,https://www.crunchbase.com/organization/ab-biotics
zymeworks inc,https://en.wikipedia.org/wiki/Zymeworks
alzamend neuro inc,https://alzamend.com/
gamamabs pharma sa,https://www.eurobiomed.org/en/actualites/article-adherent/exelixis-expands-its-biotherapeutics-portfolio-with-acquisition-of-gamamabs-pharmas-first-in-class-humanized-antibody-program-against-a-novel-oncology-target/
gie medical inc,https://www.linkedin.com/company/gie-medical
tallac therapeutics inc,https://www.crunchbase.com/organization/tallac-therapeutics
kamau therapeutics inc,https://www.crunchbase.com/organization/kamau-therapeutics
ethris gmbh,https://european-biotechnology.com/latest-news/ethris-gmbh-bags-us5m-from-cepi/
smart immune sas,https://www.crunchbase.com/organization/smart-immune
allvascular pty ltd.,https://www.afr.com/street-talk/medical-devices-start-up-allvascular-raises-5m-ipo-next-year-20211209-p59gdk
gri bio inc,https://finance.yahoo.com/quote/GRI/
pieris pharmaceuticals inc,https://www.linkedin.com/company/pieris-pharma
radiopharm theranostics ltd,https://au.linkedin.com/company/radiopharm-theranostics
bone biologics corp,https://www.linkedin.com/company/bone-biologics
hcw biologics inc,https://www.linkedin.com/company/hcw-biologics
cns pharmaceuticals inc,https://www.linkedin.com/company/cnspharma
zelluna asa,https://www.euronext.com/en/about/media/euronext-press-releases/zelluna-lists-euronext
dynacure sas,https://www.biopharmadive.com/news/dynacure-secures-rights-to-ionis-rare-disease-drug/510600/
ionis pharmaceuticals inc,https://en.wikipedia.org/wiki/Ionis_Pharmaceuticals
ayuvis research inc,https://www.bio.org/events/bio-international-convention/sessions/2451091
geneos therapeutics inc,https://www.geneostx.com/
lixa pty ltd,https://biotechdispatch.com.au/news/clinical-trial-success-kicks-off-5m-fund-raising-round-for-was-lixa
elmedix,https://pulse2.com/elmedix-up-to-%D1%945-million-for-series-a-following-strong-signals-in-pancreatic-cancer-patient-clinical-study/
connext co ltd,https://connext.co.kr/index_eng.php
evecxia therapeutics inc,https://www.biospace.com/press-releases/evecxia-provides-financing-corporate-updates-including-plans-for-an-evx-101-proof-of-concept-phase-2-clinical-study-in-obsessive-compulsive-disorder-ocd-responding-inadequately-to-first-line-therapies
biocardia inc,https://www.linkedin.com/company/biocardia
deuteroncology nv,https://deuteroncology.com/
clear creek bio inc,https://www.linkedin.com/company/clear-creek-bio
kuros biosciences ag,https://www.linkedin.com/company/kurosbiosciences
zumutor biologics inc,https://www.linkedin.com/company/zumutor
dupont danisco a/s,https://www.prnewswire.com/news-releases/dupont-successfully-completes-tender-offer-for-danisco-121878368.html
stemcyte inc,https://finance.yahoo.com/quote/4178.TWO/
pasithea therapeutics corp,https://www.linkedin.com/company/pasitheacorp
aminex therapeutics inc,https://www.linkedin.com/company/aminex-therapeutics
synimmune gmbh,https://tracxn.com/d/companies/synimmune/__9b-nLHxhfGJFiezVvIEI0v_KqkxSBY2G35MPawW-eb4
liaoning biomedical materials r&d center co ltd,https://www.dlyinyi.com/english/About_Us/History/
momenta pharmaceuticals inc,https://www.jnj.com/media-center/press-releases/johnson-johnson-to-acquire-momenta-pharmaceuticals-inc-expanding-janssens-leadership-in-novel-treatments-for-autoimmune-diseases
aridis pharmaceuticals inc,https://www.stocktitan.net/news/ARDS/aridis-provides-corporate-mq8c1efkgdkc.html
immunomic therapeutics inc,https://www.linkedin.com/company/immunomic-therapeutics-inc-
galmed pharmaceuticals ltd,https://www.prnewswire.com/news-releases/galmed-pharmaceuticals-reports-first-quarter-2025-financial-results-and-provides-business-update-302463065.html
bio blast pharma ltd,https://www.sec.gov/Archives/edgar/data/1596812/000114420414006928/v367497_f1.htm
g.st antivirals gmbh,https://www.linkedin.com/company/g-st-antivirals/
itb-med ab,https://nordic9.com/news/itb-med-ab-announces-an-equity-investment-in-a-67m-financing-deal-news8035767673/
lysogene sas,https://live.euronext.com/en/ipo-showcase/lysogene
cephalon inc (inactive),https://ir.tevapharm.com/news-and-events/press-releases/press-release-details/2011/Teva-Completes-Acquisition-of-Cephalon/default.aspx
bond biosciences (inactive),https://www.businesswire.com/news/home/20220125005090/en/Bond-Biosciences-Announces-the-Closing-of-a-Series-B-Financing
deverra therapeutics inc,https://www.cbinsights.com/company/deverra-therapeutics
vanquish oncology inc,https://www.cbinsights.com/company/vanquish-oncology
calidi biotherapeutics inc,https://www.calidibio.com/
selecta biosciences inc,https://www.linkedin.com/company/selecta-bio
rznomics inc,https://kr.linkedin.com/company/rznomics
hutchison medipharma ltd,https://www.hutch-med.com/news/news-press-releases/
avrobio inc,https://leadiq.com/c/avrobio/5a1dac332300005300a16398
cancer prevention pharmaceuticals inc,https://www.globenewswire.com/news-release/2022/02/22/2389291/37414/en/Panbela-Therapeutics-Inc-to-Acquire-Cancer-Prevention-Pharmaceuticals-Inc.html
zynerba pharmaceuticals inc,https://www.prnewswire.com/news-releases/harmony-biosciences-completes-acquisition-of-zynerba-pharmaceuticals-and-expands-pipeline-301953012.html
sparian biosciences inc,https://www.linkedin.com/company/sparian-biosciences
io biotech inc,https://www.linkedin.com/company/io-biotech/
fusion pharmaceuticals inc,https://www.linkedin.com/company/fusion-pharmaceuticals
inozyme pharma inc,https://www.linkedin.com/company/inozyme
fusogen pharmaceuticals inc,https://www.linkedin.com/company/fusion-pharmaceuticals
visirna therapeutics hk ltd,https://globalgenes.org/raredaily/arrowhead-and-vivo-capital-launch-joint-venture-in-china-to-develop-rnai-based-therapies/
akamis bio ltd,https://www.linkedin.com/company/akamisbio
psioxus therapeutics ltd,https://www.linkedin.com/company/akamisbio
partner therapeutics inc,https://www.prnewswire.com/news-releases/partner-therapeutics-inc-ptx-closes-60-million-financing-300591618.html
adiso therapeutics inc,https://www.linkedin.com/company/adisotx
ancora bio inc,https://www.cbinsights.com/company/ancora-biotech
mycomedica life sciences pbc,https://www.crunchbase.com/organization/mycomedica-life-sciences
avenzo therapeutics inc,https://www.linkedin.com/company/avenzotx
vico therapeutics bv,https://www.prnewswire.com/news-releases/vico-therapeutics-announces-positive-interim-phase-12a-clinical-data-of-vo659-in-treatment-of-huntingtons-disease-302247239.html
kyverna therapeutics inc,https://www.linkedin.com/company/kyverna
confo therapeutics,https://www.businesswire.com/news/home/20240725025121/en/Confo-Therapeutics-Announces-EUR-60M-Series-B-Financing-to-Advance-Pipeline-of-Novel-GPCR-Modulating-Therapies-into-Clinical-Development
confo therapeutics sa,https://www.vubtechtransfer.be/confo-therapeutics
neurophth therapeutics inc,https://www.neurophth.com/en/index.html
carrick therapeutics ltd,https://www.cancerresearchhorizons.com/news-and-events/our-news/carrick-therapeutics-raises-60-million-through-series-c-and-pfizer
mission therapeutics ltd,https://uk.linkedin.com/company/mission-therapeutics
concept medical inc,https://www.crunchbase.com/organization/concept-medical
excision biotherapeutics inc,https://en.wikipedia.org/wiki/Excision_BioTherapeutics
deka biosciences inc,https://synapse.patsnap.com/organization/b381a109fe3a779358c43c382839a4e6
shanghai united cell biotechnology co ltd,https://www.echemi.com/drugs-manufacturer/ep2505161617.html
micell technologies inc,https://www.linkedin.com/company/micell-technologies
cascadian therapeutics inc (inactive),https://www.goodwinlaw.com/en/news-and-events/news/2018/01/01_31_18-cascadian-therapeutics-to-be-acquired
anheart therapeutics inc,https://www.linkedin.com/company/anheart-therapeutics-official
laekna inc,https://www.linkedin.com/company/laekna?trk=ppro_cprof
laekna therapeutics shanghai co ltd,https://www.linkedin.com/company/laekna?trk=ppro_cprof
guizhou taibang biological products co ltd,https://www.prnewswire.com/news-releases/china-biologic-acquires-full-ownership-of-guizhou-taibang-300351498.html
inregen,https://www.prnewswire.com/news-releases/prokidney-announces-62-million-acquisition-of-inregen-300777588.html
d3 bio inc,https://www.biospace.com/d3-bio-completes-series-a-round-to-advance-innovative-oncology-pipeline
nocion therapeutics inc,https://www.linkedin.com/company/nocion-therapeutics-inc
mbx biosciences inc,https://www.linkedin.com/company/mbx-biosciences-inc
vivet therapeutics sas,https://www.pfizer.com/news/press-release/press-release-detail/pfizer_secures_exclusive_option_to_acquire_gene_therapy_company_vivet_therapeutics
aristea therapeutics inc,https://www.biospace.com/article/pfizer-cuts-mid-stage-candidates-amid-declining-revenues/
aristea therapeutics inc (inactive),https://www.biopharmadive.com/news/an-astrazeneca-spinout-scores-a-buyout-option-from-arena/604014/
vistagen therapeutics inc,https://finance.yahoo.com/news/vistagen-therapeutics-inc-vtgn-eyes-075144761.html
graviton bioscience corp,https://tracxn.com/d/companies/graviton-bioscience/__FOI_UtusoseB10DVQduwxVd0Y1UQRXoo3C_WHBUa8gY
morphic therapeutic inc,https://www.businesswire.com/news/home/20250721005094/en/Omega-Funds-Closes-Oversubscribed-647-Million-Fund-VIII-to-Invest-in-Transformative-Life-Science-Companies
neumedicines inc,https://tracxn.com/d/companies/neumedicines/__b2NQ31Rl-SK1o7MZryAKmDtp0vM6pw-Fh75yOkZkDrU
galecto inc,https://www.linkedin.com/company/galecto-biotech/
intekrin therapeutics inc,https://tracxn.com/d/companies/intekrin-therapeutics/__r3-MIoFC6xdY9zkaE2NWMpvRP8sbgrVy3O3grSYrIHw
bioeq gmbh,https://www.bigmoleculewatch.com/2022/05/13/formycon-ag-acquires-biosimilar-assets-ustekinumab-and-ranibuzumab/
sage therapeutics inc,https://www.linkedin.com/company/sage-therapeutics
fred hutchinson cancer research center,https://en.wikipedia.org/wiki/Fred_Hutchinson_Cancer_Center
chelsea therapeutics ltd,https://www.pharmaceutical-technology.com/news/newslundbeck-to-acquire-chelsea-therapeutics-for-658m-4263311/
i-mab,https://www.linkedin.com/company/i-mab
iecure,https://www.linkedin.com/company/iecure
iecure inc,https://www.linkedin.com/company/iecure
eyebiotech ltd,https://www.linkedin.com/company/eyebio
onl therapeutics inc,https://onltherapeutics.com/2024/09/13/onl-therapeutics-closes-65-million-in-oversubscribed-series-d-financing/
ribon therapeutics inc,https://www.biospace.com/business/big-pharma-backed-ribon-therapeutics-shuts-down-business-operations
attenuon llc,https://www.sbir.gov/portfolio/100878
xylocor therapeutics inc,https://www.businesswire.com/news/home/20250107904126/en/XyloCor-Therapeutics-Raises-%2467.5-Million-in-Series-B-Financing-to-Advance-Clinical-Development-of-Novel-Gene-Therapy-in-Cardiovascular-Disease
annexin pharmaceuticals ab,https://www.linkedin.com/company/annexin-pharmaceuticals/
light sciences oncology inc (inactive),https://www.biospace.com/light-sciences-oncology-inc-completes-second-closing-in-67-million-financing-for-late-stage-development-of-litx-tm
varmx bv,https://nl.linkedin.com/company/varmx
harpoon therapeutics inc,https://www.biopharmadive.com/news/merck-harpoon-acquire-deal-bispecific-lung-cancer/703880/
urovant sciences inc (inactive),https://www.omm.com/news/press-releases/o-melveny-represents-urovant-in-its-sale-to-sumitovant/
scirhom gmbh,https://www.bio-m.org/en/news/news-detail/scirhom-secures-eur-63-million-in-series-a-financing-round-for-antibody-therapy-against-autoimmune-d.html
nura bio inc,https://www.biopharmadive.com/news/nura-bio-financing-sarm1-neurodegeneration-drug/727153/
epicrispr biotechnologies inc,https://www.biopharmadive.com/news/epicrispr-fshd-series-b-financing-epigenetic-editing/743366/
avalo therapeutics inc,https://www.linkedin.com/company/avalotx
philogen spa,https://cy.linkedin.com/company/philogen?trk=ppro_cprof
aerovate therapeutics inc,https://www.prnewswire.com/news-releases/aerovate-therapeutics-stockholders-approve-proposed-merger-with-jade-biosciences-and-all-related-proposals-302433012.html
avidity biosciences inc,https://www.linkedin.com/company/avidity-biosciences-llc
erydel spa,https://iedat-project.eu/
biotheryx inc,https://www.crunchbase.com/organization/biotheryx
silexion therapeutics corp,https://il.linkedin.com/company/silexion-therapeutics-ltd
nls pharmaceutics ag,https://ch.linkedin.com/company/nls-pharmaceutics-ag
tetra bio-pharma inc,https://ca.linkedin.com/company/tetra-bio-pharma
annovis bio inc,https://www.globenewswire.com/news-release/2025/10/10/3164858/0/en/Annovis-Announces-6-Million-Registered-Direct-Offering-of-Common-Stock.html
spectrumx holdings uk ltd,https://www.proactiveinvestors.com/companies/news/950846/spectrumx-advancing-full-service-infection-prevention-in-health-services-950846.html
lobe sciences ltd,https://www.biospace.com/press-releases/lobe-sciences-moves-forward-with-development-of-conjugated-psilocintm-following-april-14-agreement-to-spin-out-compound-to-cynaptec-pharmaceuticals
skinject inc,https://www.razabokhari.com/press/skinject-an-innovator-in-skin-cancer-treatment-is-backed-by-us-healthcare-private-equity-and-institutional-investors-including-rbx-capital-lp-and-velocity-fund-partners
oncotartis inc,https://www.linkedin.com/company/oncotartis-inc-
changchun beike biotechnology co ltd,Not Found
cytovation as,https://www.linkedin.com/company/cytovation-asa/
genvec llc,https://www.prnewswire.com/news-releases/intrexon-to-acquire-genvec-to-expand-industry-leading-gene-delivery-platform-300395556.html
elixirgen therapeutics inc,https://www.linkedin.com/company/elixirgen-therapeutics-inc
eterna therapeutics inc,https://www.globenewswire.com/news-release/2025/03/25/3048736/0/en/Eterna-Therapeutics-Changes-Name-to-Ernexa-Therapeutics-to-Reflect-New-Strategic-Focus-on-Ovarian-Cancer-and-Autoimmune-Disease.html
qurient co ltd,https://kr.linkedin.com/company/quro-science-inc.
cage bio inc,https://www.linkedin.com/company/cage-bio-inc
general oncology inc,https://www.linkedin.com/company/general-oncology
medesis pharma sa,https://www.medesispharma.com/investors/
onechain immunotherapeutics,https://www.crunchbase.com/organization/onechain-immunotherapeutics
orcosa inc,https://www.linkedin.com/company/orcosa-inc
nuvox pharma llc,https://www.sbir.gov/portfolio/712096
repertoire genesis inc,https://www.linkedin.com/company/repertoire-genesis-%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE
vigeo therapeutics inc,https://www.crunchbase.com/organization/vigeo-therapeutics
soligenix inc,https://www.linkedin.com/company/soligenix-inc-
theriva biologics sl,https://www.linkedin.com/company/theriva-biologics
evoke pharma inc,https://evokepharma.com/
novarock biotherapeutics ltd,https://www.prnewswire.com/news-releases/novarock-biotherapeutics-announces-exclusive-license-agreement-and-strategic-partnership-with-flame-biosciences-301363104.html
pharmicell co ltd,https://www.linkedin.com/company/pharmicell-co-ltd-
sirnaomics ltd,https://www.marketscreener.com/quote/stock/SIRNAOMICS-LTD-131014685/company/
allyx therapeutics inc,https://www.nia.nih.gov/research/sbir/nia-small-business-showcase/allyx-therapeutics-inc
nouscom ag,https://www.crunchbase.com/organization/nouscom
biodol therapeutics sas,https://www.crunchbase.com/organization/biodol-therapeutics
hysensbio corp,https://www.cbinsights.com/company/hysensbio
beijing joekai biotechnology co ltd,https://www.cbinsights.com/company/joekai-biotechnology
purinomia biotech inc,https://tracxn.com/d/companies/purinomia-biotech/__2qLjYKDu8BEUuFdZ6WGTByXgw__O8nF_kja7D4CRWGo
cytoagents inc,Not Found
biorestorative therapies inc,https://www.linkedin.com/company/biorestorative-therapies-inc-
panoptes pharma gesmbh,https://kiorapharma.com/eyegate-pharma-announces-transformative-acquisition-of-panoptes-pharma/
fate therapeutics inc,https://www.crunchbase.com/organization/fate-therapeutics
ichnos glenmark innovation,"https://news.abbvie.com/2025-07-10-AbbVie-and-Ichnos-Glenmark-Innovation-IGI-Announce-Exclusive-Global-Licensing-Agreement-for-ISB-2001,-a-First-in-Class-CD38xBCMAxCD3-Trispecific-Antibody"
curon biopharmaceutical (australia) co pty ltd,https://www.biospectrumasia.com/news/48/24713/merck-buys-investigational-b-cell-depletion-therapy-from-chinese-startup-curon-biopharma-for-700-m.html
curon biopharmaceutical ltd,https://www.biospace.com/business/merck-puts-up-potential-1-3b-to-acquire-curons-b-cell-depletion-therapy
arvinas inc,https://www.linkedin.com/company/arvinas
loxo oncology inc,https://www.prnewswire.com/news-releases/lilly-announces-agreement-to-acquire-loxo-oncology-300773673.html
zion pharma co ltd,https://www.pharmaceutical-technology.com/news/roche-zion-pharmas-zn-a-1041/
"alvine pharmaceuticals, inc. (inactive)",https://www.biospace.com/alvine-pharmaceuticals-inc-lands-70-million-from-abbvie-for-celiac-disease-drug
alchemia oncology pty ltd,https://www.globenewswire.com/news-release/2015/07/01/1238245/0/en/Panther-Biotechnology-Announces-the-Acquisition-of-Alchemia-Oncology-Pty-Limited.html
kumquat biosciences inc,https://www.crunchbase.com/organization/kumquat-biosciences
delix therapeutics inc,https://en.wikipedia.org/wiki/Delix_Therapeutics
leyden laboratories bv,https://www.businesswire.com/news/home/20250109992744/en/Leyden-Labs-Raises-%2470M-to-Advance-its-Intranasal-Antibody-Programs-to-Protect-against-Influenza-and-other-Viruses
tempero bio,https://www.prnewswire.com/news-releases/tempero-bio-secures-70-million-series-b-financing-to-advance-tmp-301-into-phase-2-trials-for-substance-use-disorders-302408403.html
topas therapeutics gmbh,https://www.evotec.com/news/evotec-spins-off-auto-immune-disease-company-as-topas-therapeutics-gmbh
benaroya research institute at virginia mason,https://en.wikipedia.org/wiki/Benaroya_Research_Institute
heidelberg pharma ag,https://www.linkedin.com/company/heidelberg-pharma-ag/
neurobo pharmaceuticals inc,https://www.prnewswire.com/news-releases/neurobo-pharmaceuticals-announces-strategic-realignment-ahead-of-important-clinical-milestones-with-name-change-to-metavia---reflecting-the-companys-focus-on-cardiometabolic-diseases-302308180.html
sciwind biosciences co ltd,https://www.contractpharma.com/breaking-news/sciwind-biosciences-and-verdiva-bio-enter-global-licensing-agreement/
chr. hansen holding as,https://www.crunchbase.com/organization/chr-hansen-holding-a-s
hansa biopharma ab,https://www.hansabiopharma.com/
sqz biotechnologies co,https://www.lifescienceleader.com/doc/where-are-they-now-sqz-biotech-0001
sqz biotechnologies co (inactive),https://www.lifescienceleader.com/doc/where-are-they-now-sqz-biotech-0001
apogenix ag,https://tracxn.com/d/companies/apogenix/__0ezzFeODe4ra_YzjlxjNr6MjYPfXy99D9aQfIca4X14
tvardi therapeutics inc,https://www.linkedin.com/company/tvardi
tvardi therapeutics inc.,https://www.linkedin.com/company/tvardi
med discovery sa,https://www.linkedin.com/company/med-discovery-sa
celltrion inc,https://en.wikipedia.org/wiki/Celltrion
wenling chuangxin biomedical technology co ltd,Not Found
alzecure pharma ab,https://www.crunchbase.com/organization/alzecure-pharma-ab
genentech inc,https://en.wikipedia.org/wiki/Genentech
genentech usa inc,https://en.wikipedia.org/wiki/Genentech
avicanna inc,https://www.crunchbase.com/organization/avicanna-inc
glubio therapeutics inc,https://tracxn.com/d/companies/glubio-therapeutics/__CnrmBJ6Dk1doO-eEyukaLONnnwfsTih_vPF5bNZkqU4
tessa therapeutics ltd,https://www.crunchbase.com/organization/tessa-therapeutics
vericel corp,https://www.linkedin.com/company/vericel-corporation
enanta pharmaceuticals inc,https://www.linkedin.com/company/enanta-pharmaceuticals
aicuris anti-infective cures ag,https://www.linkedin.com/company/aicuris
sparingvision sas,https://www.crunchbase.com/organization/sparingvision
nkure therapeutics pvt ltd,https://tracxn.com/d/companies/nkure-theraputics/__VP1SinhCld7Yk640rsqGAJ43F6H9sZZuBkHotJA-FrA
abivax sa,https://www.linkedin.com/company/abivax/
celgene inc,https://news.bms.com/news/details/2019/Bristol-Myers-Squibb-to-Acquire-Celgene-to-Create-a-Premier-Innovative-Biopharma-Company/default.aspx
eleva gmbh,https://www.crunchbase.com/organization/eleva
iomx therapeutics ag,https://de.linkedin.com/company/iomx-therapeutics
shanghai grit biotechnology inc,https://tracxn.com/d/companies/grit-biotechnology/__4Zmdeyuxbga-1qHDixbYlTEP5vp3EoEa-LUErfCcwRo
nascent biotech inc,https://www.linkedin.com/company/nascent-biotech
xbiotech inc,https://en.wikipedia.org/wiki/XBiotech
