company_name,sector,funding,funding_citation,ai_enabled
xenikos bv,Biotechnology,"$43M, Convertible Debt",https://www.veloxis.com/about/news/news-posts/veloxis-pharmaceuticals-announces-dosing-of-the-first-patient-by-partner-xenikos-in-the-global-phase-3-study-evaluating-t-guard-sup-sup/,No
xennials therapeutics inc,Biotechnology,Not Found,Not Found,No
xenoport inc,Pharmaceuticals,"$467M, Acquired",https://www.fiercebiotech.com/biotech/arbor-buys-out-struggling-horizant-developer-xenoport-for-467m,No
xenon pharmaceuticals inc,Biotechnology,Not Found,Not Found,No
xention ltd,Biotechnology,Not Found,Not Found,No
xeolas pharmaceuticals ltd,Pharmaceuticals,"$1.42M, Seed",https://tracxn.com/d/companies/xeolas-pharmaceuticals/__kBlCHywpG7F93tKCUvVE-qGbruB-qhvsNF5ShlJDptg,No
xgene pharmaceutical inc,Biotechnology,Not Found,Not Found,No
xi yuan hospital,Others,Not Found,Not Found,No
"xi""an international medical center hospital",Others,Not Found,Not Found,Yes
xi''an chest hospital,Others,Not Found,Not Found,No
xi''an children''s hospital,Others,Not Found,Not Found,No
xi''an deten pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an disai biology pharmaceutical industry co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an fifth hospital,Others,Not Found,Not Found,No
xi''an fourth hospital,Others,Not Found,Not Found,No
xi''an great detian pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an guokang ruijin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an honghui hospital,Others,Not Found,Not Found,No
xi''an hospital of traditional chinese medicine,Others,Not Found,Not Found,No
xi''an jiaotong university college of medicine,Others,Not Found,Not Found,No
xi''an jiaotong university health science center,Others,Not Found,Not Found,Yes
xi''an jiaotong university stomatological hospital,Others,Not Found,Not Found,Yes
xi''an jitai pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
xi''an libang pharmaceuticals co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an lijun pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an medical university,Others,Not Found,Not Found,No
xi''an medical university hospital 2,Others,Not Found,Not Found,No
xi''an mental health center,Others,Not Found,Not Found,No
xi''an no.3 hospital,Others,Not Found,Not Found,No
xi''an red cross hospital,Others,Not Found,Not Found,No
xi''an shangyikang pharmaceutical research institute,Pharmaceuticals,Not Found,Not Found,No
xi''an taiji pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an wanlong pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xi''an yuanda kechuang pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
xi'an chest hospital,Others,Not Found,Not Found,No
xi'an jiaotong university college of medicine,Others,Not Found,Not Found,No
xi'an libang pharmaceuticals co ltd,Pharmaceuticals,Not Found,Not Found,No
xi'an xintong pharmaceutical research co ltd,Pharmaceuticals,Not Found,Not Found,No
xiajiang hemei pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
xiamen cardiovascular hospital,Others,"$10.9M, Not Found",Not Found,No
xiamen chang gung hospital,Others,Not Found,Not Found,No
xiamen encheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
xiamen fifth hospital,Others,Not Found,Not Found,No
xiamen hormont biotechnology co ltd,Biotechnology,Not Found,Not Found,No
xiamen lizhuo pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xiamen science and technology bureau,Others,"$3B, Not Found",https://fdi.swt.fujian.gov.cn/en/show-12835.html,Yes
xiamen university hospital 1,Others,Not Found,Not Found,No
xiamen university,Others,Not Found,Not Found,Yes
xiamen xianyue hospital,Others,Not Found,Not Found,No
xiamen zhongshan hospital,Others,Not Found,Not Found,No
xian no 1 hospital,Others,Not Found,Not Found,No
xiang''an hospital,Others,"$2B, Not Found",https://fbc.xmu.edu.cn/en/info/1175/1171.htm,Yes
xiang''an hospital of xiamen university,Others,"$2B, Not Found",https://fbc.xmu.edu.cn/en/info/1175/1171.htm,No
xiang'an hospital of xiamen university,Biotechnology,"$2B, Not Found",Not Found,Yes
xiangbei welman pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xiangshan hospital of traditional chinese medicine,Not Found,Not Found,Not Found,Unknown
xiangshui county people''s hospital,Others,Not Found,Not Found,No
xiangtan central hospital,Healthcare,Not Found,Not Found,No
xiangtan people''s hospital 1,Others,Not Found,Not Found,No
xiangya hospital,Others,Not Found,Not Found,No
xiangyang first people''s hospital,Others,Not Found,Not Found,No
xiangyu pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xiangzhou district people''s hospital of xiangyang city,Others,Not Found,Not Found,No
xianju county peoples hospital,Others,Not Found,Not Found,No
xianyang central hospital,Others,Not Found,Not Found,No
xiaogan traditional chinese medicine hospital,Others,Not Found,Not Found,No
xiaotangshan hospital,Others,Not Found,Not Found,No
xijing hospital,Others,Not Found,Not Found,No
xin hua hospital,Others,Not Found,Not Found,No
xindu district people''s hospital,Others,Not Found,Not Found,No
xing''an league people''s hospital,Healthcare,Not Found,Not Found,No
xingan pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xingtai city hospital of traditional chinese medicine,Others,"$80M, Not Found",https://www.tendersontime.com/tenders-details/xingtai-city-hospital-traditional-chinese-medicine-hospitals-rehabilitation-service-59e29f1/,No
xinhe yuansheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xinhua hospital affiliated to dalian university,Others,Not Found,Not Found,No
xining first people''s hospital,Others,Not Found,Not Found,No
xinjiang altay kazakh medical hospital,Others,Not Found,Not Found,No
xinjiang institute of traditional chinese medicine,Others,Not Found,Not Found,No
xinjiang medical university,Others,Not Found,Not Found,No
xinjiang military region general hospital,Others,Not Found,Not Found,No
xinjiang technical institute of physics and chemistry,Others,Not Found,Not Found,No
xinjiang tefeng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xinjiang uygur autonomous region drug research institute,Pharmaceuticals,Not Found,Not Found,No
xinjiang uygur autonomous region institute of medicine,Others,"$56.25M, Not Found",https://mbbsoptions.com/xinjiang-medical-university/,No
xinling pharmaceutical (zhongshan) co ltd,Pharmaceuticals,Not Found,Not Found,No
xinling pharmaceutical technology (shenzhen) co ltd,Pharmaceuticals,Not Found,Not Found,No
xinlitai (chengdu) biotechnology co ltd,Biotechnology,Not Found,Not Found,No
xinogen hong kong pharma co ltd,Pharmaceuticals,Not Found,Not Found,No
xinqiao hospital of army military medical university,Others,Not Found,Not Found,Yes
xinqiao hospital,Healthcare,Not Found,Not Found,Yes
xintong pharmacy company,Pharmaceuticals,Not Found,Not Found,Yes
xinxiang central hospital,Others,Not Found,Not Found,No
"xinxiang chang le pharmaceutical co ltd, changle pharma",Pharmaceuticals,Not Found,Not Found,No
xinxiang changle pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xinxiang medical university hospital 2,Others,Not Found,Not Found,No
xinyang central hospital,Others,Not Found,Not Found,No
xinzheng huaxin minsheng hospital,Others,Not Found,Not Found,No
xishan people''s hospital,Others,Not Found,Not Found,Yes
xiyuan hospital of china academy of chinese medical sciences,Others,Not Found,Not Found,No
xizhou pharmaceutical technology (zhejiang) co ltd,Pharmaceuticals,Not Found,Not Found,No
xi’an central hospital,Others,Not Found,Not Found,No
xi’an xintong pharmaceutical research co ltd,Pharmaceuticals,Not Found,Not Found,No
xspray pharma ab,Pharmaceuticals,"$9.2M, Post IPO Debt",https://www.linkedin.com/company/xspray-pharma-ab-publ-/,No
xuzhou tcm hospital affiliated to nanjing university of chinese medicine,Others,Not Found,Not Found,No
xuanzhu biological technology co ltd,Pharmaceuticals,"$96.1M, Series B",https://www.linkedin.com/company/xuanzhu-biopharmaceutical-ltd/,No
xuanhao pharmaceutical (nanchang) co ltd,Pharmaceuticals,Not Found,Not Found,No
xuanwu hospital capital medical university,Others,Not Found,Not Found,Yes
xuchang hang seng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
xuzhou central hospital,Others,Not Found,Not Found,Yes
xuzhou children''s hospital,Others,Not Found,Not Found,No
xuzhou hospital of traditional chinese medicine,Others,Not Found,Not Found,No
xuzhou medical university,Others,Not Found,Not Found,No
xuzhou mining group general hospital,Others,Not Found,Not Found,Yes
xuzhou renci hospital,Others,Not Found,Not Found,Yes
yirui pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
ym biosciences inc. (inactive),Biotechnology,"$510M, Acquired",https://www.contractpharma.com/breaking-news/gilead-to-acquire-ym-biosciences/,No
ymt ayurvedic medical college & hospital,Others,Not Found,Not Found,No
ymt ayurvedic medical college &,Others,Not Found,Not Found,No
ymt dental college and hospital,Others,Not Found,Not Found,No
yung shin pharm ind. co. ltd.,Pharmaceuticals,Not Found,Not Found,No
ya''an people''s hospital,Others,Not Found,Not Found,No
yabao pharmaceutical group co ltd,Pharmaceuticals,Not Found,Not Found,No
yakult honsha co ltd,Pharmaceuticals,Not Found,Not Found,No
yala hospital,Others,Not Found,Not Found,No
yale new haven health,Others,Not Found,Not Found,No
yale school of medicine,Others,Not Found,Not Found,No
yale university school of medicine,Others,Not Found,Not Found,No
yale university,Others,Not Found,Not Found,No
yali pharmaceutical ltd,Biotechnology,Not Found,Not Found,No
yamo pharmaceuticals llc,Biotechnology,Not Found,Not Found,No
yan''an university hospital,Others,Not Found,Not Found,No
yanan university,Others,Not Found,Not Found,No
yancheng city people''s hospital one,Others,Not Found,Not Found,No
"yancheng first peoples"" hospital",Others,Not Found,Not Found,No
yancheng maternal and child health hospital,Others,Not Found,Not Found,No
yangjiang people''s hospital,Others,Not Found,Not Found,No
yangling kesen biopharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yangtze river pharmaceutical group,Pharmaceuticals,Not Found,Not Found,No
yangzhou hospital of traditional chinese medicine,Others,Not Found,Not Found,No
yangzhou jiangdu people''s hospital,Others,Not Found,Not Found,No
yangzhou no.1 people''s hospital,Others,Not Found,Not Found,Yes
yangzhou sanyao pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yangzhou university,Others,Not Found,Not Found,No
yangzhou university medical college,Others,Not Found,Not Found,No
yangzhou zhongbao pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yangzijiang pharmaceutical group beijing haiyan pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
yangzijiang pharmaceutical group jiangsu pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai chuanghe biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
yantai dongcheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai dongcheng pharmaceutical group co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai ju xian pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai lnc biotechnology singapore pte ltd,Biotechnology,Not Found,Not Found,No
yantai lannacheng biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
yantai luyin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai penglai traditional chinese medicine hospital,Others,Not Found,Not Found,No
yantai valiant pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai yenepharma co ltd,Pharmaceuticals,Not Found,Not Found,No
yantai yuhuangding hospital,Others,Not Found,Not Found,No
yantai zhengfang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yaopharma co ltd,Pharmaceuticals,"$3.24M, Not Found",https://www.gatesfoundation.org/about/committed-grants/2022/11/inv-049561,No
yaoda pharmaceutical co ltd,Biotechnology,Not Found,Not Found,Yes
yaoyuan biotechnology (qidong) co ltd,Biotechnology,Not Found,Not Found,Yes
yaozhida (wuhan) pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yaqrit ltd,Biotechnology,"$2.8M, Grant",https://uk.linkedin.com/company/yaqrit-ltd,No
yas pharmaceutical co,Pharmaceuticals,"$45M, Not Found",https://www.alvotech.com/newsroom/yas-holding-invests-in-alvotech-and-agrees-on-a-strategic,No
yashwant ayurved college postgraduate training and research centre,Others,Not Found,Not Found,No
yashwant ayurvedic medical college,Others,Not Found,Not Found,No
yashwant charitable hospital kodoli,Others,Not Found,Not Found,No
yashwantrao chavan memorial hospital,Others,Not Found,Not Found,No
yasin shafa hamon pvt ltd,Others,Not Found,Not Found,No
yassin abdelghaffar charity center for liver disease and research,Others,Not Found,Not Found,No
yasuj university of medical sciences,Others,Not Found,Not Found,No
yawata medical center,Others,Not Found,Not Found,No
yazd shahid sadoughi university of medical sciences,Not Found,Not Found,Not Found,Unknown
yazd university of medical sciences,Others,Not Found,Not Found,No
yeditepe universitesi,Others,Not Found,Not Found,Yes
yeditepe university hospital,Others,Not Found,Not Found,Yes
yenagoa federal medical centre,Others,Not Found,Not Found,No
yenepoya dental college,Others,Not Found,Not Found,Yes
yenepoya medical college,Others,Not Found,Not Found,Yes
yenepoya university,Others,Not Found,Not Found,Yes
yeouido st.mary''s hospital,Others,Not Found,Not Found,No
yeungnam university,Others,Not Found,Not Found,No
yeungnam university medical center,Others,Not Found,Not Found,Yes
yichang central people''s hospital,Others,Not Found,Not Found,No
yichang changjiang east sunshine pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yichang hec changjiang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yichang humanwell pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yijia pharmaceutical (hubei) co ltd,Pharmaceuticals,Not Found,Not Found,No
yijishan hospital of wannan medical college,Others,Not Found,Not Found,No
yijishan wannan medical college hospital,Others,Not Found,Not Found,No
yildirim beyazit universitesi,Others,Not Found,Not Found,No
yili pharmaceutical (luoding) co ltd,Pharmaceuticals,Not Found,Not Found,No
yili pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
yiling pharmaceutical ltd,Pharmaceuticals,Not Found,Not Found,No
yinchuan miaoshou internet hospital co ltd,Others,Not Found,Not Found,No
yingde people''s hospital,Others,Not Found,Not Found,Yes
yingshi biotechnology (nanjing) co ltd,Biotechnology,Not Found,Not Found,No
yiviva inc,Biotechnology,"$10M, Series A",https://www.linkedin.com/company/yiviva,No
yixing traditional chinese medicine hospital,Others,Not Found,Not Found,No
yiyaotong (hebei) biotechnology co ltd,Biotechnology,Not Found,Not Found,No
yoda pharmaceuticals inc,Biotechnology,Not Found,Not Found,Yes
yogita dental college & hospital,Others,Not Found,Not Found,No
yokkaichi hazu medical center,Others,Not Found,Not Found,No
yokohama city university,Others,Not Found,Not Found,No
yokohama city university graduate school of medicine,Not Found,Not Found,Not Found,Unknown
yokohama city university medical center,Not Found,Not Found,Not Found,Unknown
yokohama sakae kyosai hospital,Others,Not Found,Not Found,No
yokohama sky eye clinic,Others,Not Found,Not Found,Yes
yonago medical center,Others,Not Found,Not Found,No
yongchuan hospital of chongqing medical university,Others,Not Found,Not Found,No
yongin severance hospital,Others,Not Found,Not Found,Yes
yongzhan international pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yonsei university ,Others,Not Found,Not Found,No
yonsei university college of medicine,Others,Not Found,Not Found,No
yonsei university health system,Others,Not Found,Not Found,No
yonsei university wonju college of medicine,Others,Not Found,Not Found,Yes
yonsei university,Others,Not Found,Not Found,No
yooyoung pharm co ltd,Pharmaceuticals,Not Found,Not Found,No
yooyoung pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yoshida general hospital,Others,Not Found,Not Found,No
yoshida pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
you breathe we care,Others,Not Found,Not Found,No
youhua pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
youjiang medical university for nationalites,Others,Not Found,Not Found,No
young investigator group of cardiovascular research,Others,Not Found,Not Found,No
young nephrologists club,Others,Not Found,Not Found,No
youngene therapeutics co ltd,Biotechnology,Not Found,Not Found,Yes
youngil pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
youngjin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
youngpoong pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yourchoice therapeutics inc,Biotechnology,"$15M, Series A",https://www.biospace.com/press-releases/yourchoice-therapeutics-announces-nature-publication,No
yu family clinic,Others,Not Found,Not Found,No
yue bei people''s hospital,Healthcare,Not Found,Not Found,Yes
yuebei people''s hospital,Others,Not Found,Not Found,Yes
yuechi people's hospital,Others,Not Found,Not Found,No
yueyang central hospital,Others,Not Found,Not Found,No
yueyang hospital of integrated chinese and western medicine,Others,Not Found,Not Found,Yes
yueyang hospital of integrated traditional chinese and western medicine,Others,Not Found,Not Found,No
yueyang pharmaceutical development (guangzhou) co ltd,Pharmaceuticals,Not Found,Not Found,No
yueyang traditional chinese and western medicine hospital,Others,Not Found,Not Found,No
yuhuangding hospital,Others,Not Found,Not Found,No
"yulin hospital, first affiliated hospital of xi''an jiaotong university",Healthcare,Not Found,Not Found,Yes
yulin people''s hospital 2,Others,Not Found,Not Found,No
yungu biomedical technology co ltd,Others,Not Found,Not Found,No
yuncheng central hospital,Healthcare,Not Found,Not Found,No
yung shin pharmaceuticals ind co ltd,Pharmaceuticals,Not Found,Not Found,Yes
yungshin global holding corp,Pharmaceuticals,Not Found,Not Found,No
yungjin pharm co ltd,Pharmaceuticals,Not Found,Not Found,No
yungjin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yunnan huarui biopharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yunnan longhai natural plant pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yunnan province people''s hospital 3,Others,Not Found,Not Found,No
yunnan provincial psychiatric hospital,Others,Not Found,Not Found,No
yunnan provincial traditional chinese medicine hospital,Others,Not Found,Not Found,No
yunnan university of traditional chinese medicine,Others,Not Found,Not Found,No
yunnan xianshi pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yunnan yongzitang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yunnan zhongke longjin biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
yunpeng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
yuria-pharm llc,Pharmaceuticals,"$16.4M, Debt Financing",https://www.crunchbase.com/organization/yuria-pharm,Yes
yushima lung cancer oncology group,Others,Not Found,Not Found,No
yusongyuan pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
yuxi children''s hospital,Others,Not Found,Not Found,No
yuzhfarm,Pharmaceuticals,Not Found,Not Found,No
z factor ltd,Pharmaceuticals,"$10M, Series A",https://www.cic.vc/company/z-factor/,No
zs pharma inc,Biotechnology,"$2.7B, Acquired",https://www.astrazeneca.com/media-centre/press-releases/2015/AstraZeneca-strengthens-Cardiovascular-and-Metabolic-disease-portfolio-with-acquisition-of-ZS-Pharma-06112015.html,Yes
zyus life sciences inc,Pharmaceuticals,"$2M, Private Placement",https://ca.linkedin.com/company/zyuslifesciences,No
zaans medisch centrum,Others,Not Found,Not Found,No
zabol university of medical science,Others,Not Found,Not Found,No
zagazig university hospitals,Others,Not Found,Not Found,No
zagazig university school of medicine,Others,Not Found,Not Found,No
zagross darou pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
zahravi pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
zambon co spa,Pharmaceuticals,Not Found,Not Found,No
zaozhuang municipal hospital,Others,Not Found,Not Found,No
zaparackas and knepper ltd,Others,Not Found,Not Found,No
zardband pharmaceuticals co,Pharmaceuticals,Not Found,Not Found,No
"zdravotnicka zachranna sluzba karlovarskeho kraje, p.o.",Others,Not Found,Not Found,No
zealand university hospital,Others,Not Found,Not Found,Yes
zein biotechnology co ltd,Biotechnology,Not Found,Not Found,No
zein pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zekai tahir burak maternity and teaching hospital,Others,Not Found,Not Found,No
zelira therapeutics ltd,Not Found,Not Found,Not Found,Unknown
zenara pharma pvt ltd,Pharmaceuticals,Not Found,Not Found,No
zenica cantonal hospital,Others,"$490,000, Not Found",https://ti-bih.org/cure-health-preventing-health-corruption-better-patient-health-care/?lang=en,Yes
zenith capital corp,Biotechnology,Not Found,Not Found,No
zenith epigenetics ltd,Biotechnology,Not Found,Not Found,No
zenith technology corporation ltd,Pharmaceuticals,Not Found,Not Found,No
zenjinkai medical corp,Others,Not Found,Not Found,No
zeno alpha inc,Biotechnology,Not Found,Not Found,Yes
zeno pharmaceuticals inc,Pharmaceuticals,"$15M, Unattributed",https://www.cbinsights.com/company/zeno-pharmaceuticals,No
zentiva group as,Pharmaceuticals,Not Found,Not Found,No
zentiva ks,Pharmaceuticals,"$10M, Acquired",https://www.zentiva.com/,No
zentrum fur zahnmedizin,Others,Not Found,Not Found,No
zetroz inc,Biotechnology,Not Found,Not Found,No
zevra therapeutics inc,Biotechnology,"$60M, Post IPO equity",https://www.linkedin.com/company/zevratherapeutics,Yes
zezheng shanghai biotechnology co ltd,Biotechnology,Not Found,Not Found,Yes
zhangjiagang traditional chinese medicine hospital,Others,Not Found,Not Found,No
zhangjiakou hospital 1,Healthcare,Not Found,Not Found,No
zhangqiu district hospital of traditional chinese medicine,Others,"$28.99M, Not Found","https://govt.chinadaily.com.cn/s/201906/14/WS5d030b80498e12256565da88/jinan-zhangqiu-district-hospital-of-traditional-chinese-medicine.html#:~:text=Jinan%20Zhangqiu%20District%20Hospital%20of%20Traditional%20Chinese%20Medicine%20(TCM)%2C,of%20Shandong%20University%20of%20TCM.",No
zhangzhou pien tze huang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhangzhou zhengxing hospital,Others,Not Found,Not Found,Yes
zhaoke ophthalmology ltd,Pharmaceuticals,"$145M, Series B",https://hk.linkedin.com/company/zhaoke-ophthalmology,No
zhaoke pharmaceutical guangzhou co ltd,Pharmaceuticals,"$145M, Series B",https://hk.linkedin.com/company/zhaoke-ophthalmology,No
zhaoqing medical college,Others,Not Found,Not Found,No
zhejiang paloalto pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang acea pharmaceutical co ltd,Pharmaceuticals,"$18M, Series A",https://tracxn.com/d/companies/acea-therapeutics/__oF3LZDNhW3ryKvUAbnVcC1krASimggAyqJujTG5rvmI,No
zhejiang aisheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang anglikang pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang arthur pharmaceutical co ltd,Pharmaceuticals,"$100M, Series A",https://in.marketscreener.com/quote/stock/CMBC-CAPITAL-HOLDINGS-LIM-131235306/news/Zhejiang-Arthur-Pharmaceutical-Co-Ltd-announced-that-it-has-received-funding-from-a-group-of-inve-46923733/,Yes
zhejiang ausun pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang baiao pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang baidai pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang beisheng pharmaceutical hansheng pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang better pharmaceuticals co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang boqiao biopharmaceutical co ltd,Biotechnology,Not Found,Not Found,No
zhejiang brother pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang cdmo pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang charioteer pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang cheng yi pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang chinese medical university,Others,Not Found,Not Found,No
zhejiang chinese medical university hospital one,Others,Not Found,Not Found,No
zhejiang conba pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang cuize pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang dtrm biopharma llc,Biotechnology,Not Found,Not Found,No
zhejiang deend pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang dier pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang emi pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang east-asia pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang engla pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang erying pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang ezeda pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang fenghua pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang funuo pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang gaozhi pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang garden pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
zhejiang guoguang bio-pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
zhejiang guojing pharmaceutical co. ltd.,Not Found,Not Found,Not Found,Unknown
zhejiang haigetang pharmaceutical co ltd,Not Found,Not Found,Not Found,Unknown
